x_0,y_0,x_1,y_1,x_2,y_2,x_3,y_3
1.0,0.0021871376562,26.0,0.0021871376562,51.0,0.0021871376562,76.0,0.0021871376562
1.99,0.00236180369024,26.99,0.00236180369024,51.99,0.00236180369024,76.99,0.00236180369024
2.98,0.00254642232099,27.98,0.00254642232099,52.98,0.00254642232099,77.98,0.00254642232099
3.97,0.00274117034565,28.97,0.00274117034565,53.97,0.00274117034565,78.97,0.00274117034565
4.96,0.00294618879931,29.96,0.00294618879931,54.96,0.00294618879931,79.96,0.00294618879931
5.95,0.00316157930449,30.95,0.00316157930449,55.95,0.00316157930449,80.95,0.00316157930449
6.94,0.00338740046467,31.94,0.00338740046467,56.94,0.00338740046467,81.94,0.00338740046467
7.93,0.00362366434063,32.93,0.00362366434063,57.93,0.00362366434063,82.93,0.00362366434063
8.92,0.00387033304954,33.92,0.00387033304954,58.92,0.00387033304954,83.92,0.00387033304954
9.91,0.00412731552897,34.91,0.00412731552897,59.91,0.00412731552897,84.91,0.00412731552897
10.9,0.00439446450853,35.9,0.00439446450853,60.9,0.00439446450853,85.9,0.00439446450853
11.89,0.00467157373274,36.89,0.00467157373274,61.89,0.00467157373274,86.89,0.00467157373274
12.88,0.00495837547879,37.88,0.00495837547879,62.88,0.00495837547879,87.88,0.00495837547879
13.87,0.00525453841226,38.87,0.00525453841226,63.87,0.00525453841226,88.87,0.00525453841226
14.86,0.00555966582285,39.86,0.00555966582285,64.86,0.00555966582285,89.86,0.00555966582285
15.85,0.00587329428056,40.85,0.00587329428056,65.85,0.00587329428056,90.85,0.00587329428056
16.84,0.00619489275043,41.84,0.00619489275043,66.84,0.00619489275043,91.84,0.00619489275043
17.83,0.00652386220083,42.83,0.00652386220083,67.83,0.00652386220083,92.83,0.00652386220083
18.82,0.00685953573718,43.82,0.00685953573718,68.82,0.00685953573718,93.82,0.00685953573718
19.81,0.0072011792883,44.81,0.0072011792883,69.81,0.0072011792883,94.81,0.0072011792883
20.8,0.00754799286824,45.8,0.00754799286824,70.8,0.00754799286824,95.8,0.00754799286824
21.79,0.00789911243097,46.79,0.00789911243097,71.79,0.00789911243097,96.79,0.00789911243097
22.78,0.00825361232963,47.78,0.00825361232963,72.78,0.00825361232963,97.78,0.00825361232963
23.77,0.00861050838567,48.77,0.00861050838567,73.77,0.00861050838567,98.77,0.00861050838567
24.76,0.00896876156693,49.76,0.00896876156693,74.76,0.00896876156693,99.76,0.00896876156693
25.75,0.0093272822664,50.75,0.0093272822664,75.75,0.0093272822664,100.75,0.0093272822664
26.74,0.00968493516682,51.74,0.00968493516682,76.74,0.00968493516682,101.74,0.00968493516682
27.73,0.0100405446686,52.73,0.0100405446686,77.73,0.0100405446686,102.73,0.0100405446686
28.72,0.0103929008517,53.72,0.0103929008517,78.72,0.0103929008517,103.72,0.0103929008517
29.71,0.0107407659351,54.71,0.0107407659351,79.71,0.0107407659351,104.71,0.0107407659351
30.7,0.0110828811893,55.7,0.0110828811893,80.7,0.0110828811893,105.7,0.0110828811893
31.69,0.0114179742537,56.69,0.0114179742537,81.69,0.0114179742537,106.69,0.0114179742537
32.68,0.0117447667999,57.68,0.0117447667999,82.68,0.0117447667999,107.68,0.0117447667999
33.67,0.0120619824814,58.67,0.0120619824814,83.67,0.0120619824814,108.67,0.0120619824814
34.66,0.0123683551004,59.66,0.0123683551004,84.66,0.0123683551004,109.66,0.0123683551004
35.65,0.0126626369213,60.65,0.0126626369213,85.65,0.0126626369213,110.65,0.0126626369213
36.64,0.0129436070564,61.64,0.0129436070564,86.64,0.0129436070564,111.64,0.0129436070564
37.63,0.013210079843,62.63,0.013210079843,87.63,0.013210079843,112.63,0.013210079843
38.62,0.0134609131363,63.62,0.0134609131363,88.62,0.0134609131363,113.62,0.0134609131363
39.61,0.0136950164331,64.61,0.0136950164331,89.61,0.0136950164331,114.61,0.0136950164331
40.6,0.0139113587495,65.6,0.0139113587495,90.6,0.0139113587495,115.6,0.0139113587495
41.59,0.0141089761702,66.59,0.0141089761702,91.59,0.0141089761702,116.59,0.0141089761702
42.58,0.0142869789948,67.58,0.0142869789948,92.58,0.0142869789948,117.58,0.0142869789948
43.57,0.0144445584048,68.57,0.0144445584048,93.57,0.0144445584048,118.57,0.0144445584048
44.56,0.0145809925829,69.56,0.0145809925829,94.56,0.0145809925829,119.56,0.0145809925829
45.55,0.0146956522194,70.55,0.0146956522194,95.55,0.0146956522194,120.55,0.0146956522194
46.54,0.014788005347,71.54,0.014788005347,96.54,0.014788005347,121.54,0.014788005347
47.53,0.0148576214515,72.53,0.0148576214515,97.53,0.0148576214515,122.53,0.0148576214515
48.52,0.0149041748153,73.52,0.0149041748153,98.52,0.0149041748153,123.52,0.0149041748153
49.51,0.0149274470554,74.51,0.0149274470554,99.51,0.0149274470554,124.51,0.0149274470554
50.5,0.0149273288305,75.5,0.0149273288305,100.5,0.0149273288305,125.5,0.0149273288305
51.49,0.0149038206963,76.49,0.0149038206963,101.49,0.0149038206963,126.49,0.0149038206963
52.48,0.0148570331014,77.48,0.0148570331014,102.48,0.0148570331014,127.48,0.0148570331014
53.47,0.0147871855227,78.47,0.0147871855227,103.47,0.0147871855227,128.47,0.0147871855227
54.46,0.0146946047507,79.46,0.0146946047507,104.46,0.0146946047507,129.46,0.0146946047507
55.45,0.0145797223422,80.45,0.0145797223422,105.45,0.0145797223422,130.45,0.0145797223422
