,best_heuristic,best_method,cnk_bh,cnk_ub,thp_bh,thp_ub,ub,optimality
0.0,4366.0,FF_d,4366.0,4571,288799.5,291935.0,4571.0,0.955152045504
1e-05,4366.88682,FF_d,4364.0,4562,288682.0,291737.5,4564.917375,0.956619027524
2e-05,4355.79042,FF_d,4350.0,4572,289521.0,293115.0,4577.8623,0.951490048095
4e-05,4362.61396,FF_d,4351.0,4573,290349.0,293547.0,4584.74188,0.951550615975
8e-05,4373.25988,FF_d,4350.0,4578,290748.5,294320.0,4601.5456,0.950389338747
0.0001,4379.06035,FF_d,4350.0,4574,290603.5,294036.5,4603.40365,0.951265777008
0.0002,4404.155,FF_d,4346.0,4579,290775.0,294605.5,4637.9211,0.949596792408
0.0004,4474.0218,FF_d,4359.0,4552,287554.5,290405.0,4668.162,0.958411854601
0.0008,4603.9404,FF_d,4372.0,4551,289925.5,292533.5,4785.0268,0.962155614259
0.001,4627.0025,FF_d,4332.0,4569,295002.5,298629.5,4867.6295,0.950565876059
0.002,4925.516,FF_d,4333.0,4541,296258.0,299654.5,5140.309,0.958213990638
0.004,5512.674,FF_d,4285.0,4517,306918.5,310394.5,5758.578,0.957297791226
0.008,6748.404,FF_d,4258.0,4501,311300.5,315047.5,7021.38,0.961122172564
0.01,7365.72,FF_d,4272.0,4490,309372.0,312623.5,7616.235,0.967107763875
0.02,10551.66,FF_d,4031.0,4320,326033.0,330692.5,10933.85,0.965045249386
0.04,17622.66,FF_d,3076.0,3331,363666.5,370266.5,18141.66,0.971391813098
0.08,32388.48,FF_d,2836.0,3077,369406.0,378037.5,33320.0,0.972043217287
0.1,39578.55,FF_d,2882.0,3114,366965.5,374800.5,40594.05,0.974984018594
0.2,76516.3,FF_d,2810.0,3060,368531.5,377148.0,78489.6,0.974859089612
0.4,149741.6,FF_d,2816.0,3055,367314.0,375674.5,153324.8,0.976630003757
1.0,370720.5,FF_d,2778.0,3025,367942.5,377516.0,380541.0,0.974193319511
10.0,3683285.0,FF_d,2770.0,2993,368051.5,377073.0,3773723.0,0.976034807006
