,best_heuristic,best_method,cnk_bh,cnk_ub,thp_bh,thp_ub,ub,optimality
0.0,1624.0,FF_a,1624.0,1694,83998.8,95786.8,1694.0,0.95867768595
1e-05,1627.859044,FF_a,1627.0,1694,85904.4,98262.4,1694.982624,0.96039866188
2e-05,1635.75304,FF_a,1634.0,1694,87652.0,98262.4,1695.965248,0.964496791387
4e-05,1633.47008,FF_a,1630.0,1694,86752.0,98262.4,1697.930496,0.962035892428
8e-05,1637.61728,FF_mix,1630.0,1694,95216.0,98262.4,1701.860992,0.962250905155
0.0001,1631.48352,FF_mix,1622.0,1694,94835.2,98262.4,1703.82624,0.957541022493
0.0002,1646.1296,FF_a,1629.0,1694,85648.0,98262.4,1713.65248,0.960597098427
0.0004,1672.16256,FF_mix,1634.0,1694,95406.4,98262.4,1733.30496,0.964724961036
0.0008,1678.98336,FF_a,1603.0,1675,94979.2,120258.4,1771.20672,0.947931904865
0.001,1699.3824,FF_a,1603.0,1673,96382.4,120518.0,1793.518,0.94751343449
0.002,1795.0448,FF_mix,1565.0,1673,115022.4,120163.2,1913.3264,0.938180124416
0.004,1989.9152,coreopt_IS_da,1488.0,1564,125478.8,129096.4,2080.3856,0.956512677265
0.008,2500.6016,coreopt_IS_da,1472.0,1538,128575.2,131716.8,2591.7344,0.964837137633
0.01,2801.716,FF_mix,1435.0,1568,136671.6,143002.4,2998.024,0.93452087108
0.02,4182.096,coreopt_IS_da,1442.0,1569,137004.8,143050.0,4430.0,0.94403972912
0.04,6907.672,FF_mix,1437.0,1568,136766.8,143002.4,7288.096,0.947802004803
0.08,12436.04,FF_mix,1449.0,1568,137338.0,143002.4,13008.192,0.956016024364
0.1,15211.6,FF_mix,1454.0,1568,137576.0,143002.4,15868.24,0.958619229354
0.2,28790.36,FF_mix,1437.0,1568,136766.8,143002.4,30168.48,0.954319209983
0.4,56364.16,FF_mix,1448.0,1569,137290.4,143050.0,58789.0,0.958753508309
1.0,137717.8,FF_mix,1427.0,1568,136290.8,143002.4,144570.4,0.952600255654
10.0,1370536.0,FF_mix,1440.0,1567,136909.6,142954.8,1431115.0,0.957670068443
