,best_heuristic,best_method,cnk_bh,cnk_ub,thp_bh,thp_ub,ub,optimality
0.0,1752.0,FF_a,1752.0,1831,87636.8,94566.4,1831.0,0.956854178045
1e-05,1742.871512,FF_a,1742.0,1830,87151.2,94875.2,1830.948752,0.951895300235
2e-05,1747.7398,FF_a,1746.0,1830,86990.0,94875.2,1831.897504,0.954059818403
4e-05,1751.511664,FF_a,1748.0,1830,87791.6,94875.2,1833.795008,0.95512947541
8e-05,1757.031072,FF_a,1750.0,1830,87888.4,94875.2,1837.590016,0.956160545443
0.0001,1759.75844,FF_a,1751.0,1830,87584.4,94875.2,1839.48752,0.956656906267
0.0002,1759.50152,FF_a,1742.0,1830,87507.6,94875.2,1848.97504,0.951609125021
0.0004,1776.71984,FF_a,1742.0,1830,86799.6,94875.2,1867.95008,0.951160236573
0.0008,1789.63136,FF_a,1718.0,1810,89539.2,114384.8,1901.50784,0.94116433409
0.001,1806.1504,FF_a,1716.0,1811,90150.4,114432.4,1925.4324,0.938049240264
0.002,1909.68,FF_a,1725.0,1809,92340.0,114690.4,2038.3808,0.93686125772
0.004,2034.7584,coreopt_IS_aa,1605.0,1636,107439.6,136787.6,2183.1504,0.932028503396
0.008,2626.016,FF_mix,1434.0,1596,149002.0,156713.2,2849.7056,0.921504312586
0.01,2915.164,FF_mix2,1428.0,1595,148716.4,156665.6,3161.656,0.92203705906
0.02,4400.376,FF_mix,1427.0,1596,148668.8,156713.2,4730.264,0.930260129244
0.04,7391.176,FF_mix,1433.0,1597,148954.4,156760.8,7867.432,0.939464872401
0.08,13286.848,coreopt_IS_da,1420.0,1596,148335.6,156713.2,14133.056,0.940125617559
0.1,16282.36,FF_mix,1425.0,1596,148573.6,156713.2,17267.32,0.942958142897
0.2,31108.16,FF_mix,1422.0,1596,148430.8,156713.2,32938.64,0.944427578066
0.4,61255.24,FF_bm2,1445.0,1596,149525.6,156713.2,64281.28,0.952925019539
1.0,149755.6,FF_mix,1420.0,1596,148335.6,156713.2,158309.2,0.9459690277
10.0,1486207.0,FF_mix,1423.0,1596,148478.4,156713.2,1568728.0,0.947396234401
