0,1521,92602,50,19291
1.0249e-07,1512.1,94136,61.55,23908
2.0497e-07,1512.6,94157,61.6,23929
4.0994e-07,1514,94245,61.6,23928
8.1988e-07,1513.8,94179,61.65,23944
1.0249e-06,1512.8,94174,61.65,23946
2.0497e-06,1512.8,94164,61.7,23976
4.0994e-06,1513.1,94316,61.7,24003
8.1988e-06,1473.2,93211,88.65,35277
1.0249e-05,1456.4,91933,94.3,37510
2.0497e-05,1449.1,91653,100.2,39859
4.0994e-05,1319.6,85741,144.05,57733
8.1988e-05,1251.1,84595,184,73685
0.00010249,1230.8,83746,189.8,76019
0.00020497,1196.1,84419,197.4,79016
0.00040994,1185.8,85850,197.7,79130
0.00081988,1177.8,86640,197.75,79149
0.0010249,1175.5,86686,197.75,79149
0.0020497,1171.7,86966,197.75,79149
0.0040994,1168.1,86929,197.75,79149
0.010249,1163.6,86710,197.75,79149
0.10249,1163.5,86877,197.75,79149
