,best_heuristic,best_method,cnk_bh,cnk_ub,thp_bh,thp_ub,ub,optimality
0.0,4498.0,FF_d,4498.0,4623,263009.0,265304.0,4623.0,0.972961280554
1e-05,4480.64369,FF_d,4478.0,4625,264369.0,266942.0,4627.66942,0.968228990307
2e-05,4487.26138,FF_d,4482.0,4629,263069.0,265885.0,4634.3177,0.968267967472
4e-05,4482.56868,FF_d,4472.0,4639,264217.0,267348.0,4649.69392,0.964056722254
8e-05,4504.08776,FF_d,4483.0,4631,263597.0,266269.0,4652.30152,0.968141841331
0.0001,4495.3477,FF_d,4469.0,4635,263477.0,266596.0,4661.6596,0.964323456822
0.0002,4538.6558,FF_d,4486.0,4632,263279.0,265999.0,4685.1998,0.96872193156
0.0004,4602.2056,FF_d,4497.0,4634,263014.0,265467.0,4740.1868,0.970891189351
0.0008,4680.0112,FF_d,4468.0,4643,265014.0,268258.0,4857.6064,0.963439771489
0.001,4717.774,FF_d,4452.0,4641,265774.0,269332.0,4910.332,0.960785136321
0.002,5003.898,FF_d,4475.0,4635,264449.0,267411.0,5169.822,0.967905277977
0.004,5544.624,FF_d,4470.0,4638,268656.0,271713.0,5724.852,0.968518312788
0.008,6623.344,FF_d,4360.0,4552,282918.0,286365.0,6842.92,0.967911944024
0.01,7210.36,FF_d,4344.0,4545,286636.0,290363.0,7448.63,0.968011567228
0.02,10062.28,FF_d,4242.0,4448,291014.0,295059.0,10349.18,0.972277996904
0.04,16388.16,FF_d,3574.0,3812,320354.0,325869.0,16846.76,0.972778148439
0.08,29259.64,FF_d,3491.0,3692,322108.0,327415.0,29885.2,0.97906789983
0.1,35439.3,FF_d,3549.0,3740,318903.0,323728.0,36112.8,0.981350103011
0.2,67846.2,FF_d,3422.0,3630,322121.0,327921.0,69214.2,0.980235269641
0.4,132184.2,FF_d,3409.0,3610,321938.0,328149.0,134869.6,0.980088915515
1.0,326131.0,FF_d,3352.0,3549,322779.0,329195.0,332744.0,0.980125862525
10.0,3218389.0,FF_bm2,2949.0,3585,321544.0,326238.0,3265965.0,0.98543278939
