,best_heuristic,best_method,cnk_bh,cnk_ub,thp_bh,thp_ub,ub,optimality
0.0,1494.0,FF_a,1494.0,1617,130389.5,162783.5,1617.0,0.923933209647
1e-05,1493.315725,FF_a,1492.0,1619,131572.5,165499.0,1620.65499,0.921427283545
2e-05,1494.63145,FF_a,1492.0,1619,131572.5,165499.0,1622.30998,0.921298314395
4e-05,1497.2629,FF_a,1492.0,1619,131572.5,165499.0,1625.61996,0.921041163889
8e-05,1507.64272,FF_a,1497.0,1618,133034.0,166066.0,1631.28528,0.92420543389
0.0001,1507.79365,FF_bm2,1492.0,1619,157936.5,165989.5,1635.59895,0.921860245753
0.0002,1515.1863,FF_a,1489.0,1618,130931.5,166147.0,1651.2294,0.917611023641
0.0004,1542.7368,FF_a,1490.0,1617,131842.0,167000.5,1683.8002,0.916223195602
0.0008,1597.696,FF_a,1491.0,1617,133370.0,168323.5,1751.6588,0.912104571963
0.001,1615.9395,FF_a,1483.0,1615,132939.5,169616.5,1784.6165,0.905482774591
0.002,1775.565,FF_bm2,1453.0,1613,161282.5,171775.0,1956.55,0.907497891697
0.004,2064.946,coreopt_IS_da,1331.0,1467,183486.5,193230.5,2239.922,0.92188299414
0.008,2879.72,FF_bm2,1285.0,1457,199340.0,211758.0,3151.064,0.913888134294
0.01,3300.94,FF_bm2,1281.0,1442,201994.0,214098.0,3582.98,0.921283400968
0.02,5309.81,FF_bm2,1230.0,1399,203990.5,217664.0,5752.28,0.923079196423
0.04,9442.52,coreopt_IS_da,1221.0,1367,205538.0,218984.5,10126.38,0.932467476038
0.08,17753.8,FF_bm2,1197.0,1351,206960.0,219451.0,18907.08,0.939002743946
0.1,21952.25,FF_bm2,1197.0,1344,207552.5,219480.5,23292.05,0.94247822755
0.2,42659.5,coreopt_IS_da,1217.0,1339,207212.5,219588.0,45256.6,0.94261389499
0.4,84147.0,coreopt_IS_da,1212.0,1335,207337.5,219529.5,89146.8,0.943914980684
1.0,208862.0,FF_bm2,1194.0,1331,207668.0,219506.0,220837.0,0.945774485254
10.0,2076874.0,FF_bm2,1194.0,1332,207568.0,219625.0,2197582.0,0.945072356799
