,best_heuristic,best_method,cnk_bh,cnk_ub,thp_bh,thp_ub,ub,optimality
0.0,5154.0,FF_a_coreAsc_mix,5154.0,5179,297442.4,298632.4,5179.0,0.995172813284
1e-05,5133.9707,FF_a_coreAsc_mix,5131.0,5178,297070.0,299307.2,5180.993072,0.990924061981
2e-05,5138.94324,FF_a_coreAsc_mix,5133.0,5172,297162.0,299018.4,5177.980368,0.992460935495
4e-05,5133.879408,FF_a_coreAsc_mix,5122.0,5178,296985.2,299650.8,5189.986032,0.98918944605
8e-05,5145.674816,FF_a_coreAsc_mix,5122.0,5169,295935.2,298172.4,5192.853792,0.990914634247
0.0001,5159.73708,FF_a_coreAsc_mix,5130.0,5174,297370.8,299465.2,5203.94652,0.991504632142
0.0002,5171.31696,FF_a_coreAsc,5116.0,5178,276584.8,299658.8,5237.93176,0.987282232176
0.0004,5257.38512,FF_a_coreAsc_mix,5138.0,5174,298462.8,300176.4,5294.07056,0.993070466367
0.0008,5344.86336,FF_a_coreAsc_mix,5107.0,5181,297329.2,300851.6,5421.68128,0.985831347135
0.001,5425.6176,FF_a_coreAsc_mix,5128.0,5174,297617.6,299807.2,5473.8072,0.991196328581
0.002,5697.0512,FF_a_coreAsc_mix,5097.0,5166,300025.6,303310.0,5772.62,0.986909098468
0.004,6270.3584,FF_a_coreAsc_mix,5071.0,5154,299839.6,303790.4,6369.1616,0.984487251823
0.008,7371.1504,FF_a_coreAsc_mix,4777.0,4969,324268.8,333408.0,7636.264,0.965282289874
0.01,8062.24,FF_a_coreAsc_mix,4801.0,4964,326124.0,333882.8,8302.828,0.971023366978
0.02,11182.272,FF_a_coreAsc_mix,4689.0,4929,324663.6,336087.6,11650.752,0.959789720011
0.04,17890.032,FF_a_coreAsc_mix,4270.0,4486,340500.8,350782.4,18517.296,0.966125507742
0.08,32035.776,FF_a_coreAsc_mix,3620.0,3830,355197.2,365893.2,33101.456,0.96780564577
0.1,39106.52,FF_a_coreAsc_mix,3602.0,3824,355045.2,365962.4,40420.24,0.967498461167
0.2,74768.52,FF_a_coreAsc_mix,3617.0,3827,355757.6,366103.6,77047.72,0.97041833295
0.4,145799.08,FF_a_coreAsc_mix,3625.0,3834,355435.2,365733.6,150127.44,0.971168761687
1.0,358187.0,FF_a_coreAsc_mix,3607.0,3837,354580.0,366228.0,370065.0,0.967902935971
10.0,3555340.0,FF_a_coreAsc_mix,3612.0,3826,355172.8,366059.2,3664418.0,0.970233199378
