,best_heuristic,best_method,cnk_bh,cnk_ub,thp_bh,thp_ub,ub,optimality
0.0,1703.0,FF_a,1703.0,1771,85286.8,90988.0,1771.0,0.961603613778
1e-05,1703.849416,FF_a,1703.0,1770,84941.6,93774.0,1770.93774,0.962117062342
2e-05,1694.689248,FF_a,1693.0,1771,84462.4,93466.8,1772.869336,0.955901945839
4e-05,1705.395632,FF_a,1702.0,1771,84890.8,93466.8,1774.738672,0.960927746099
8e-05,1708.791648,FF_a,1702.0,1770,84895.6,93772.4,1777.501792,0.96134454305
0.0001,1703.45544,FF_a,1695.0,1771,84554.4,93466.8,1780.34668,0.956811085805
0.0002,1720.92592,FF_a,1704.0,1771,84629.6,93466.8,1789.69336,0.961575853419
0.0004,1741.1928,FF_a,1707.0,1771,85482.0,93466.8,1808.38672,0.962843168855
0.0008,1744.78208,FF_a,1671.0,1750,92227.6,115733.6,1842.58688,0.946919843476
0.001,1756.9852,coreopt_IS_aa,1661.0,1750,95985.2,115382.0,1865.382,0.941890293784
0.002,1856.6384,coreopt_IS_aa,1665.0,1749,95819.2,116040.8,1981.0816,0.937184212907
0.004,2055.416,FF_mix,1607.0,1742,112104.0,118530.0,2216.12,0.92748407126
0.008,2567.1504,FF_mix,1465.0,1610,137768.8,144670.8,2767.3664,0.927651069262
0.01,2833.832,FF_mix,1459.0,1611,137483.2,144718.4,3058.184,0.926638815716
0.02,4226.232,FF_mix,1468.0,1610,137911.6,144670.8,4503.416,0.938450278633
0.04,6955.424,FF_mix,1458.0,1611,137435.6,144718.4,7399.736,0.939955695717
0.08,12539.392,FF_mix,1476.0,1609,138292.4,144623.2,13178.856,0.951478034209
0.1,15253.4,FF_mix,1467.0,1610,137864.0,144670.8,16077.08,0.948766815865
0.2,29029.28,FF_mix,1466.0,1611,137816.4,144718.4,30554.68,0.950076387643
0.4,56712.8,FF_mix,1472.0,1608,138102.0,144575.6,59438.24,0.95414669075
1.0,138942.2,FF_mix,1459.0,1609,137483.2,144623.2,146232.2,0.95014777867
10.0,1383446.0,FF_mix,1474.0,1609,138197.2,144623.2,1447841.0,0.955523431095
