1869,99888,1780.7,99888
1869.1,1.0124e+05,1780.3,1.0124e+05
1869.1,1.0123e+05,1780,1.0123e+05
1869,1.0124e+05,1780.8,1.0124e+05
1869.2,1.0123e+05,1778.8,1.0123e+05
1869.1,1.0124e+05,1777.8,1.0124e+05
1869.2,1.0123e+05,1780.5,1.0123e+05
1869.2,1.0125e+05,1780.1,1.0125e+05
1851.7,1.1656e+05,1758.3,1.1656e+05
1851.4,1.1677e+05,1749.7,1.1677e+05
1852.1,1.1667e+05,1749.5,1.1667e+05
1845.6,1.1816e+05,1717.7,1.1816e+05
1613.9,1.617e+05,1504.2,1.617e+05
1611.5,1.627e+05,1418.5,1.627e+05
1611,1.6268e+05,1446.4,1.6268e+05
1611.1,1.6268e+05,1450.5,1.6268e+05
1611.3,1.627e+05,1449.7,1.627e+05
1611.3,1.6269e+05,1448.9,1.6269e+05
1611.3,1.6269e+05,1449.5,1.6269e+05
1611.6,1.6271e+05,1450.1,1.6271e+05
1611.3,1.6269e+05,1448.4,1.6269e+05
1611.3,1.6269e+05,1448.6,1.6269e+05
