,best_heuristic,best_method,cnk_bh,cnk_ub,thp_bh,thp_ub,ub,optimality
0.0,1614.0,FF_a,1614.0,1679,89100.0,99700.0,1679.0,0.961286480048
1e-05,1625.9,FF_a,1625.0,1679,90000.0,101450.0,1680.0145,0.967789266105
2e-05,1622.803,FF_a,1621.0,1679,90150.0,101450.0,1681.029,0.965362881901
4e-05,1623.576,FF_a,1620.0,1679,89400.0,101450.0,1683.058,0.964658377786
8e-05,1627.18,FF_a,1620.0,1679,89750.0,101450.0,1687.116,0.964474286297
0.0001,1630.95,FF_a,1622.0,1679,89500.0,101450.0,1689.145,0.965547658727
0.0002,1636.0,FF_a,1618.0,1679,90000.0,101450.0,1699.29,0.962755032984
0.0004,1650.38,FF_a,1615.0,1679,88450.0,101450.0,1719.58,0.959757615232
0.0008,1664.4,FF_a,1588.0,1661,95500.0,121900.0,1758.52,0.946477719901
0.001,1685.95,FF_a,1590.0,1663,95950.0,121650.0,1784.65,0.944695038243
0.002,1794.4,FF_mix,1560.0,1662,117200.0,122300.0,1906.6,0.941151788524
0.004,2046.0,coreopt_IS_da,1572.0,1659,118500.0,122850.0,2150.4,0.951450892857
0.008,2576.0,FF_mix,1432.0,1529,143000.0,147850.0,2711.8,0.949922560661
0.01,2835.0,FF_mix,1414.0,1530,142100.0,147900.0,3009.0,0.942173479561
0.02,4241.0,FF_mix2,1403.0,1528,141900.0,148150.0,4491.0,0.944333110666
0.04,7091.0,FF_mix,1407.0,1528,142100.0,148150.0,7454.0,0.95130131473
0.08,12820.0,FF_mix,1416.0,1529,142550.0,148200.0,13385.0,0.957788569294
0.1,15623.0,FF_mix,1408.0,1528,142150.0,148150.0,16343.0,0.955944441045
0.2,29926.0,FF_mix,1416.0,1528,142550.0,148150.0,31158.0,0.960459593042
0.4,58226.0,FF_mix,1406.0,1528,142050.0,148150.0,60788.0,0.957853523722
1.0,143711.0,FF_mix,1411.0,1527,142300.0,148100.0,149627.0,0.960461681381
10.0,1421405.0,FF_mix,1405.0,1527,142000.0,148100.0,1482527.0,0.95877174581
