,best_heuristic,best_method,cnk_bh,cnk_ub,thp_bh,thp_ub,ub,optimality
0.0,1745.0,FF_a,1745.0,1821,104584.0,112372.5,1821.0,0.958264689731
1e-05,1745.086695,FF_a,1744.0,1821,108669.5,117680.0,1822.1768,0.957693400004
2e-05,1746.17339,FF_a,1744.0,1821,108669.5,117680.0,1823.3536,0.957671287676
4e-05,1748.34678,FF_a,1744.0,1821,108669.5,117680.0,1825.7072,0.957627148537
8e-05,1752.69356,FF_a,1744.0,1821,108669.5,117680.0,1830.4144,0.957539210793
0.0001,1754.86695,FF_a,1744.0,1821,108669.5,117680.0,1832.768,0.957495411312
0.0002,1765.7339,FF_a,1744.0,1821,108669.5,117680.0,1844.536,0.957278090533
0.0004,1787.4678,FF_a,1744.0,1821,108669.5,117680.0,1868.072,0.956851663105
0.0008,1806.1876,FF_a,1716.0,1802,112734.5,137298.0,1911.8384,0.944738634813
0.001,1821.56,FF_a,1708.0,1801,113560.0,140362.0,1941.362,0.938289716189
0.002,1947.928,FF_a,1716.0,1801,115964.0,141192.5,2083.385,0.93498225244
0.004,2158.41,coreopt_IS_aa,1641.0,1654,129352.5,159419.5,2291.678,0.941846978502
0.008,2849.684,FF_mix,1450.0,1611,174960.5,185771.0,3097.168,0.920093453116
0.01,3191.535,FF_mix,1435.0,1602,175653.5,187260.5,3474.605,0.918531746774
0.02,4999.08,FF_mix,1428.0,1582,178554.0,188853.0,5359.06,0.932827772035
0.04,8562.34,FF_mix,1402.0,1568,179008.5,189525.0,9149.0,0.935877145043
0.08,15848.48,FF_mix,1403.0,1551,180568.5,189795.0,16734.6,0.947048629785
0.1,19388.8,FF_mix,1387.0,1547,180018.0,189856.5,20532.65,0.944291165534
0.2,37580.5,FF_mix,1402.0,1541,180892.5,189931.5,39527.3,0.950747964065
0.4,73722.0,FF_mix,1395.0,1537,180817.5,189924.0,77506.6,0.951170609987
1.0,181869.0,FF_mix,1386.0,1537,180483.0,189942.0,191479.0,0.949811728701
10.0,1815803.0,FF_mix,1403.0,1537,181440.0,189942.0,1900957.0,0.955204667965
