,best_heuristic,best_method,cnk_bh,cnk_ub,thp_bh,thp_ub,ub,optimality
0.0,4460.0,FF_d_coreAsc,4460.0,4676,257390.0,265598.0,4676.0,0.95380667237
1e-05,4415.34462,FF_a_coreAsc,4413.0,4668,234462.0,267976.0,4670.67976,0.94533233852
2e-05,4408.14688,FF_d_coreAsc,4403.0,4672,257344.0,267566.0,4677.35132,0.942445110153
4e-05,4428.32424,FF_d_coreAsc,4418.0,4672,258106.0,267758.0,4682.71032,0.945675460873
8e-05,4431.57184,FF_d_coreAsc,4411.0,4673,257148.0,267104.0,4694.36832,0.94401877695
0.0001,4434.2966,FF_a_coreAsc,4411.0,4666,232966.0,267720.0,4692.772,0.944920528847
0.0002,4454.406,FF_d_coreAsc,4403.0,4671,257030.0,267214.0,4724.4428,0.94284261416
0.0004,4522.3248,FF_d_coreAsc,4419.0,4674,258312.0,268002.0,4781.2008,0.945855442842
0.0008,4619.0016,FF_d_coreAsc,4413.0,4670,257502.0,267268.0,4883.8144,0.945777464434
0.001,4672.63,FF_d_coreAsc,4415.0,4673,257630.0,267434.0,4940.434,0.945793426246
0.002,4946.796,FF_d_coreAsc,4430.0,4671,258398.0,267556.0,5206.112,0.95019008427
0.004,5394.28,FF_d_coreAsc,4316.0,4622,269570.0,281198.0,5746.792,0.938659342464
0.008,6436.368,FF_d_coreAsc,4148.0,4527,286046.0,300448.0,6930.584,0.928690569222
0.01,6995.22,FF_d_coreAsc,4135.0,4517,286022.0,300538.0,7522.38,0.929921115392
0.02,9959.52,FF_d_coreAsc,3639.0,4014,316026.0,330276.0,10619.52,0.937850298319
0.04,16957.32,FF_d_coreAsc,3017.0,3315,348508.0,359832.0,17708.28,0.957592719338
0.08,30904.04,FF_d_coreAsc,2981.0,3279,349038.0,360376.0,32109.08,0.962470428925
0.1,37876.8,FF_d_coreAsc,2971.0,3274,349058.0,360642.0,39338.2,0.962850359193
0.2,72854.8,FF_d_coreAsc,2970.0,3268,349424.0,360776.0,75423.2,0.965946817425
0.4,143008.8,FF_d_coreAsc,2904.0,3171,350262.0,360800.0,147491.0,0.969610349106
1.0,353206.0,FF_d_coreAsc,2896.0,3176,350310.0,361412.0,364588.0,0.968781199601
10.0,3504674.0,FF_d_coreAsc,2894.0,3174,350178.0,361378.0,3616954.0,0.968957304959
