,best_heuristic,best_method,cnk_bh,cnk_ub,thp_bh,thp_ub,ub,optimality
0.0,4475.0,FF_d_coreAsc,4475.0,4729,251576.0,261228.0,4729.0,0.946288855995
1e-05,4462.52406,FF_d_coreAsc,4460.0,4723,252406.0,262400.0,4725.624,0.944324825674
2e-05,4490.07196,FF_d_coreAsc,4485.0,4726,253598.0,262756.0,4731.25512,0.949023429538
4e-05,4486.13296,FF_d_coreAsc,4476.0,4727,253324.0,262862.0,4737.51448,0.946938099913
8e-05,4462.22288,FF_d_coreAsc,4442.0,4726,252786.0,263578.0,4747.08624,0.939991955992
0.0001,4489.1326,FF_a_coreAsc,4466.0,4728,231326.0,262972.0,4754.2972,0.944226330655
0.0002,4541.9308,FF_d_coreAsc,4491.0,4730,254654.0,263736.0,4782.7472,0.949648938167
0.0004,4590.8344,FF_d_coreAsc,4489.0,4722,254586.0,263440.0,4827.376,0.950999963541
0.0008,4654.224,FF_d_coreAsc,4452.0,4725,252780.0,263154.0,4935.5232,0.943005191425
0.001,4706.444,FF_d_coreAsc,4454.0,4729,252444.0,262894.0,4991.894,0.942817295399
0.002,4967.496,FF_d_coreAsc,4462.0,4727,252748.0,262818.0,5252.636,0.94571487535
0.004,5421.696,FF_d_coreAsc,4368.0,4679,263424.0,275242.0,5779.968,0.938014881743
0.008,6448.856,FF_d_coreAsc,4237.0,4608,276482.0,290594.0,6932.752,0.930201455353
0.01,7020.76,FF_d_coreAsc,4244.0,4602,277676.0,291280.0,7514.8,0.93425773141
0.02,9895.16,FF_d_coreAsc,3619.0,3960,313808.0,326766.0,10495.32,0.942816417222
0.04,16777.72,FF_d_coreAsc,3033.0,3287,343618.0,353284.0,17418.36,0.963220417996
0.08,30539.64,FF_d_coreAsc,2979.0,3250,344508.0,354890.0,31641.2,0.965185896869
0.1,37491.0,FF_d_coreAsc,2992.0,3243,344990.0,354612.0,38704.2,0.968654564621
0.2,71973.8,FF_d_coreAsc,2973.0,3217,345004.0,354374.0,74091.8,0.971413840668
0.4,141135.6,FF_d_coreAsc,2922.0,3138,345534.0,354400.0,144898.0,0.974034148159
1.0,347687.0,FF_d_coreAsc,2913.0,3139,344774.0,354006.0,357145.0,0.973517758893
10.0,3454794.0,FF_d_coreAsc,2914.0,3133,345188.0,354112.0,3544253.0,0.974759420391
