,best_heuristic,best_method,cnk_bh,cnk_ub,thp_bh,thp_ub,ub,optimality
0.0,10205.0,FF_bm1,10205.0,10292,590050.0,640950.0,10292.0,0.991546832491
1e-05,10210.9005,FF_bm1,10205.0,10303,590050.0,639750.0,10309.3975,0.990445901422
2e-05,10216.801,FF_bm1,10205.0,10291,590050.0,634250.0,10303.685,0.991567677001
4e-05,10228.602,FF_bm1,10205.0,10289,590050.0,635550.0,10314.422,0.991679611325
8e-05,10252.204,FF_bm1,10205.0,10293,590050.0,636800.0,10343.944,0.991131042473
0.0001,10264.005,FF_bm1,10205.0,10293,590050.0,636800.0,10356.68,0.991051669068
0.0002,10323.01,FF_bm1,10205.0,10294,590050.0,636850.0,10421.37,0.990561701581
0.0004,10441.02,FF_bm1,10205.0,10300,590050.0,635750.0,10554.3,0.989266933857
0.0008,10677.04,FF_bm1,10205.0,10287,590050.0,634750.0,10794.8,0.989091043836
0.001,10795.05,FF_bm1,10205.0,10301,590050.0,637200.0,10938.2,0.986912837578
0.002,11385.1,FF_bm1,10205.0,10291,590050.0,638100.0,11567.2,0.984257210042
0.004,12565.2,FF_bm1,10205.0,10301,590050.0,633700.0,12835.8,0.978918337774
0.008,14925.4,FF_bm1,10205.0,9996,590050.0,682500.0,15456.0,0.965670289855
0.01,16105.5,FF_bm1,10205.0,10019,590050.0,684350.0,16862.5,0.955107487027
0.02,22315.0,FF_mix,9467.0,10027,642400.0,670400.0,23435.0,0.952208235545
0.04,35674.0,FF_bm2,6926.0,9822,718700.0,689550.0,37404.0,0.953748262218
0.08,65129.0,FF_mix,7633.0,8078,718700.0,741300.0,67382.0,0.96656377074
0.1,79111.0,FF_mix,7731.0,8140,713800.0,734950.0,81635.0,0.969081888896
0.2,150923.0,FF_d,7643.0,8098,716400.0,739150.0,155928.0,0.967901852137
0.4,294406.0,FF_bm2,6926.0,8115,718700.0,739300.0,303835.0,0.968966708905
1.0,725626.0,FF_bm2,6926.0,8259,718700.0,734950.0,743209.0,0.976341782729
10.0,7193926.0,FF_bm2,6926.0,8221,718700.0,735150.0,7359721.0,0.977472651477
