4791.6,2.7492e+05,4434.1,2.4647e+05,4318.1,2.4944e+05
4784.8,2.747e+05,4432.4,2.4641e+05,4317.9,2.4905e+05
4784.1,2.7443e+05,4434.7,2.4656e+05,4322.9,2.4945e+05
4786,2.7468e+05,4433.3,2.4651e+05,4319.4,2.4924e+05
4786.1,2.7471e+05,4439,2.465e+05,4320.2,2.4923e+05
4787.8,2.7504e+05,4431.4,2.4644e+05,4318.4,2.4908e+05
4786.6,2.7466e+05,4432.8,2.4649e+05,4317.9,2.4933e+05
4784.9,2.7486e+05,4436.9,2.4672e+05,4316.7,2.4918e+05
4785.4,2.747e+05,4433.4,2.4669e+05,4310.2,2.4953e+05
4785.8,2.7469e+05,4438.8,2.475e+05,4313.9,2.5029e+05
4787.9,2.7516e+05,4441.4,2.4829e+05,4307,2.5209e+05
4786.9,2.7502e+05,4431.3,2.519e+05,4242.4,2.6769e+05
4615.9,2.867e+05,4296.6,2.75e+05,4180.1,2.7827e+05
4615,2.8713e+05,4292.7,2.758e+05,4186.5,2.7901e+05
4614.6,2.8674e+05,4190.9,2.8267e+05,4060.6,2.8854e+05
3847,3.0191e+05,3512.5,3.1288e+05,3303.8,3.2171e+05
3848.7,3.0238e+05,3392.5,3.1585e+05,3160.2,3.248e+05
3851.6,3.0274e+05,3371.8,3.1597e+05,3131.9,3.2578e+05
3860.9,3.0124e+05,3315.2,3.1757e+05,3082.5,3.2686e+05
3850.2,3.013e+05,3289.2,3.1759e+05,3068.1,3.2685e+05
3851.2,3.017e+05,3269.7,3.179e+05,3045.5,3.2722e+05
3833.9,3.012e+05,3262.8,3.1815e+05,3036.9,3.2704e+05
