,best_heuristic,best_method,cnk_bh,cnk_ub,thp_bh,thp_ub,ub,optimality
0.0,4223.0,FF_d_coreAsc,4223.0,4372,261660.0,264920.0,4372.0,0.965919487649
1e-05,4219.6318,FF_d_coreAsc,4217.0,4373,263180.0,266600.0,4375.666,0.9643404684
2e-05,4223.254,FF_d_coreAsc,4218.0,4368,262700.0,266060.0,4373.3212,0.965685758457
4e-05,4224.5272,FF_d_coreAsc,4214.0,4368,263180.0,266480.0,4378.6592,0.96479927006
8e-05,4248.976,FF_d_coreAsc,4228.0,4366,262200.0,265220.0,4387.2176,0.968489914884
0.0001,4242.234,FF_d_coreAsc,4216.0,4371,262340.0,265820.0,4397.582,0.964674223244
0.0002,4264.5,FF_d_coreAsc,4212.0,4371,262500.0,265900.0,4424.18,0.963907435954
0.0004,4318.352,FF_d_coreAsc,4213.0,4371,263380.0,266800.0,4477.72,0.964408672271
0.0008,4416.264,FF_d_coreAsc,4205.0,4376,264080.0,267740.0,4590.192,0.962108774535
0.001,4465.6,FF_d_coreAsc,4202.0,4363,263600.0,267140.0,4630.14,0.964463277568
0.002,4740.88,FF_d_coreAsc,4211.0,4358,264940.0,268040.0,4894.08,0.968696874591
0.004,5256.44,FF_d_coreAsc,4131.0,4315,281360.0,285340.0,5456.36,0.963360188844
0.008,6437.08,FF_d_coreAsc,3995.0,4186,305260.0,309640.0,6663.12,0.966075952407
0.01,7035.0,FF_d_coreAsc,3976.0,4185,305900.0,310500.0,7290.0,0.965020576132
0.02,10095.6,FF_d_coreAsc,3916.0,4136,308980.0,314040.0,10416.8,0.969165194685
0.04,16602.8,FF_d_coreAsc,3298.0,3476,332620.0,337040.0,16957.6,0.97907722791
0.08,29991.6,FF_d_coreAsc,3190.0,3353,335020.0,340160.0,30565.8,0.981214298333
0.1,36647.0,FF_d_coreAsc,3151.0,3334,334960.0,341060.0,37440.0,0.978819444444
0.2,69910.0,FF_d_coreAsc,3098.0,3297,334060.0,340960.0,71489.0,0.977912685868
0.4,136876.0,FF_d_coreAsc,3076.0,3265,334500.0,341460.0,139849.0,0.978741356749
1.0,336986.0,FF_d_coreAsc,3046.0,3245,333940.0,341220.0,344465.0,0.978288069906
10.0,3337235.0,FF_d_coreAsc,3035.0,3235,333420.0,340880.0,3412035.0,0.978077598852
