,best_heuristic,best_method,cnk_bh,cnk_ub,thp_bh,thp_ub,ub,optimality
0.0,4427.0,FF_d_coreAsc,4427.0,4655,247598.0,256262.0,4655.0,0.951020408163
1e-05,4449.5054,FF_d_coreAsc,4447.0,4652,250540.0,258330.0,4654.5833,0.955940653162
2e-05,4418.9772,FF_d_coreAsc,4414.0,4650,248860.0,257828.0,4655.15656,0.949265001734
4e-05,4413.96456,FF_d_coreAsc,4404.0,4646,249114.0,258310.0,4656.3324,0.947948767575
8e-05,4445.03088,FF_d_coreAsc,4425.0,4651,250386.0,258974.0,4671.71792,0.951476727859
0.0001,4463.045,FF_d_coreAsc,4438.0,4651,250450.0,258544.0,4676.8544,0.954283503031
0.0002,4478.02,FF_d_coreAsc,4428.0,4653,250100.0,258650.0,4704.73,0.951812325043
0.0004,4509.9128,FF_d_coreAsc,4410.0,4655,249782.0,259092.0,4758.6368,0.947732089997
0.0008,4578.4272,FF_d_coreAsc,4379.0,4652,249284.0,259658.0,4859.7264,0.942116247532
0.001,4627.884,FF_d_coreAsc,4379.0,4650,248884.0,259182.0,4909.182,0.942699618796
0.002,4861.224,FF_d_coreAsc,4363.0,4649,249112.0,259980.0,5168.96,0.940464619575
0.004,5330.608,FF_d_coreAsc,4279.0,4592,262902.0,274796.0,5691.184,0.936643060565
0.008,6377.792,FF_d_coreAsc,4106.0,4482,283974.0,298262.0,6868.096,0.92861136478
0.01,6977.24,FF_d_coreAsc,4127.0,4479,285024.0,298400.0,7463.0,0.934910893743
0.02,9873.68,FF_d_coreAsc,3662.0,4014,310584.0,323960.0,10493.2,0.940959859719
0.04,16738.96,FF_d_coreAsc,3074.0,3343,341624.0,351846.0,17416.84,0.961079047634
0.08,30447.48,FF_d_coreAsc,3015.0,3285,342906.0,353208.0,31541.64,0.965310617964
0.1,37313.8,FF_d_coreAsc,3001.0,3281,343128.0,353782.0,38659.2,0.965198452115
0.2,71511.6,FF_d_coreAsc,2994.0,3258,342588.0,352662.0,73790.4,0.96911793404
0.4,140221.6,FF_d_coreAsc,2940.0,3199,343204.0,353186.0,144473.4,0.970570361049
1.0,345743.0,FF_d_coreAsc,2927.0,3188,342816.0,352874.0,356062.0,0.971019092181
10.0,3427498.0,FF_d_coreAsc,2938.0,3186,342456.0,352062.0,3523806.0,0.972669324021
