,best_heuristic,best_method,cnk_bh,cnk_ub,thp_bh,thp_ub,ub,optimality
0.0,4971.0,FF_a_coreAsc_mix,4971.0,4993,294325.2,295372.4,4993.0,0.995593831364
1e-05,4959.95436,FF_a_coreAsc_mix,4957.0,4993,295436.0,297149.6,4995.971496,0.992790764313
2e-05,4973.904936,FF_a_coreAsc_mix,4968.0,4990,295246.8,296294.0,4995.92588,0.995592219635
4e-05,4958.78376,FF_a_coreAsc_mix,4947.0,4988,294594.0,296545.6,4999.861824,0.991784160154
8e-05,4957.112864,FF_a_coreAsc,4935.0,4991,276410.8,298094.8,5014.847584,0.988487243324
0.0001,4968.35148,FF_a_coreAsc_mix,4939.0,4988,293514.8,295847.2,5017.58472,0.990187860744
0.0002,5013.784,FF_a_coreAsc_mix,4955.0,4988,293920.0,295490.8,5047.09816,0.993399343753
0.0004,5059.23824,FF_a_coreAsc,4948.0,4995,278095.6,296190.0,5113.476,0.989393172081
0.0008,5185.9952,FF_a_coreAsc_mix,4951.0,4991,293744.0,295648.0,5227.5184,0.992056804621
0.001,5243.3472,FF_a_coreAsc_mix,4949.0,4990,294347.2,296298.8,5286.2988,0.991874920124
0.002,5528.9888,FF_a_coreAsc_mix,4934.0,4989,297494.4,300112.4,5589.2248,0.989222834623
0.004,6078.7696,FF_a_coreAsc_mix,4883.0,4977,298942.4,303416.8,6190.6672,0.981924791564
0.008,7181.1136,FF_a_coreAsc_mix,4556.0,4742,328139.2,336992.8,7437.9424,0.965470450537
0.01,7844.224,FF_a_coreAsc_mix,4563.0,4746,328122.4,336833.2,8114.332,0.966712232134
0.02,11127.848,FF_a_coreAsc_mix,4521.0,4715,330342.4,339576.8,11506.536,0.967089313413
0.04,17831.968,FF_a_coreAsc_mix,4124.0,4325,342699.2,352266.8,18415.672,0.968303953285
0.08,31913.728,FF_a_coreAsc_mix,3548.0,3761,354571.6,365760.4,33021.832,0.966443291214
0.1,38942.08,FF_a_coreAsc_mix,3531.0,3755,354110.8,365823.2,40337.32,0.965410691637
0.2,74454.4,FF_a_coreAsc_mix,3534.0,3748,354602.0,365488.4,76845.68,0.968882050364
0.4,145535.48,FF_a_coreAsc_mix,3535.0,3754,355001.2,365775.6,150064.24,0.969821191244
1.0,358722.4,FF_a_coreAsc_mix,3546.0,3743,355176.4,365603.6,369346.6,0.971235148773
10.0,3562910.0,FF_a_coreAsc_mix,3562.0,3755,355934.8,365821.6,3661971.0,0.972948720785
