,best_heuristic,best_method,cnk_bh,cnk_ub,thp_bh,thp_ub,ub,optimality
0.0,1971.0,coreopt_IS_da,1971.0,2000,98550.0,100000.0,2000.0,0.9855
1e-05,1972.986,coreopt_IS_aa,1972.0,2000,98600.0,100000.0,2001.0,0.986
2e-05,1971.97,coreopt_IS_aa,1970.0,2000,98500.0,100000.0,2002.0,0.985
4e-05,1971.936,coreopt_IS_aa,1968.0,2000,98400.0,100000.0,2004.0,0.984
8e-05,1978.884,coreopt_IS_aa,1971.0,2000,98550.0,100000.0,2008.0,0.9855
0.0001,1981.86,coreopt_IS_aa,1972.0,2000,98600.0,100000.0,2010.0,0.986
0.0002,1986.67,coreopt_IS_aa,1967.0,2000,98350.0,100000.0,2020.0,0.9835
0.0004,2009.4,coreopt_IS_aa,1970.0,2000,98500.0,100000.0,2040.0,0.985
0.0008,2044.64,coreopt_IS_aa,1966.0,2000,98300.0,100000.0,2080.0,0.983
0.001,2068.5,coreopt_IS_da,1970.0,2000,98500.0,100000.0,2100.0,0.985
0.002,2168.1,coreopt_IS_aa,1971.0,2000,98550.0,100000.0,2200.0,0.9855
0.004,2376.0,coreopt_IS_aa,1980.0,2000,99000.0,100000.0,2400.0,0.99
0.008,2959.6,coreopt_IS_da,1122.0,1238,229700.0,236550.0,3130.4,0.945438282648
0.01,3405.5,coreopt_IS_da,1120.0,1238,228550.0,236200.0,3600.0,0.945972222222
0.02,5723.0,coreopt_IS_da,1129.0,1238,229700.0,236550.0,5969.0,0.95878706651
0.04,10315.0,coreopt_IS_da,1119.0,1238,229900.0,236200.0,10686.0,0.965281676961
0.08,19509.0,coreopt_IS_da,1113.0,1237,229950.0,236850.0,20185.0,0.966509784493
0.1,24093.0,coreopt_IS_da,1128.0,1237,229650.0,236150.0,24852.0,0.969459198455
0.2,47062.0,coreopt_IS_da,1122.0,1239,229700.0,236250.0,48489.0,0.970570644889
0.4,92988.0,coreopt_IS_da,1128.0,1239,229650.0,236250.0,95739.0,0.971265628427
1.0,230618.0,coreopt_IS_da,1118.0,1238,229500.0,236200.0,237438.0,0.971276712236
10.0,2291616.0,coreopt_IS_da,1116.0,1240,229050.0,235950.0,2360740.0,0.970719350712
