,0.0,1e-05,2e-05,4e-05,8e-05,0.0001,0.0002,0.0004,0.0008,0.001,0.002,0.004,0.008,0.01,0.02,0.04,0.08,0.1,0.2,0.4,1.0,10.0
FF_a,1624.0,1630.0,1630.0,1628.0,1632.0,1626.0,1622.0,1627.0,1611.0,1604.0,1612.0,1601.0,1481.0,1477.0,1479.0,1478.0,1480.0,1483.0,1483.0,1478.0,1475.0,1481.0
FF_bm1,1624.0,1630.0,1630.0,1628.0,1632.0,1626.0,1622.0,1627.0,1611.0,1604.0,1612.0,1601.0,1481.0,1477.0,1479.0,1478.0,1480.0,1483.0,1483.0,1478.0,1475.0,1481.0
FF_bm2,1546.0,1540.0,1543.0,1542.0,1537.0,1524.0,1536.0,1540.0,1543.0,1512.0,1498.0,1547.0,1413.0,1420.0,1410.0,1408.0,1423.0,1422.0,1415.0,1421.0,1420.0,1419.0
FF_d,1546.0,1540.0,1543.0,1542.0,1537.0,1524.0,1536.0,1540.0,1543.0,1512.0,1498.0,1547.0,1413.0,1420.0,1410.0,1408.0,1423.0,1422.0,1415.0,1421.0,1420.0,1419.0
FF_mix,1632.0,1634.0,1627.0,1626.0,1634.0,1625.0,1636.0,1638.0,1583.0,1576.0,1565.0,1562.0,1441.0,1444.0,1442.0,1439.0,1433.0,1433.0,1439.0,1435.0,1446.0,1448.0
FF_mix2,1577.0,1608.0,1597.0,1568.0,1559.0,1579.0,1625.0,1611.0,1559.0,1516.0,1533.0,1526.0,1412.0,1403.0,1415.0,1414.0,1416.0,1411.0,1415.0,1428.0,1407.0,1406.0
coreopt_FF_a,1624.0,1630.0,1630.0,1628.0,1632.0,1626.0,1622.0,1627.0,1611.0,1604.0,1612.0,1601.0,1481.0,1477.0,1479.0,1478.0,1480.0,1483.0,1483.0,1478.0,1475.0,1481.0
coreopt_FF_d,1546.0,1540.0,1543.0,1542.0,1537.0,1524.0,1536.0,1540.0,1543.0,1512.0,1498.0,1547.0,1413.0,1420.0,1410.0,1408.0,1423.0,1422.0,1415.0,1421.0,1420.0,1419.0
coreopt_IS_aa,1604.0,1584.0,1595.0,1605.0,1610.0,1611.0,1604.0,1598.0,1586.0,1591.0,1598.0,1590.0,1526.0,1508.0,1516.0,1522.0,1526.0,1519.0,1522.0,1509.0,1524.0,1515.0
coreopt_IS_ad,1604.0,1584.0,1595.0,1605.0,1610.0,1611.0,1604.0,1598.0,1586.0,1591.0,1598.0,1590.0,1526.0,1508.0,1516.0,1522.0,1526.0,1519.0,1522.0,1509.0,1524.0,1515.0
coreopt_IS_da,1610.0,1549.0,1610.0,1611.0,1613.0,1549.0,1610.0,1607.0,1568.0,1572.0,1555.0,1550.0,1425.0,1414.0,1420.0,1415.0,1425.0,1423.0,1415.0,1421.0,1429.0,1417.0
coreopt_IS_dd,1610.0,1549.0,1610.0,1611.0,1613.0,1549.0,1610.0,1607.0,1568.0,1572.0,1555.0,1550.0,1425.0,1414.0,1420.0,1415.0,1425.0,1423.0,1415.0,1421.0,1429.0,1417.0
