,best_heuristic,best_method,cnk_bh,cnk_ub,thp_bh,thp_ub,ub,optimality
0.0,1591.0,FF_a,1591.0,1676,159725.0,178962.0,1676.0,0.949284009547
1e-05,1586.715855,FF_mix,1585.0,1676,171585.5,180401.0,1677.80401,0.94570989552
2e-05,1590.16427,FF_a,1587.0,1678,158213.5,180159.0,1681.60318,0.945623967005
4e-05,1593.32854,FF_a,1587.0,1678,158213.5,180159.0,1685.20636,0.945479780886
8e-05,1599.65708,FF_a,1587.0,1678,158213.5,180159.0,1692.41272,0.945193250497
0.0001,1604.19335,FF_mix,1587.0,1676,171933.5,180401.0,1694.0401,0.946963032339
0.0002,1618.6427,FF_a,1587.0,1678,158213.5,180159.0,1714.0318,0.944348115362
0.0004,1650.2854,FF_a,1587.0,1678,158213.5,180159.0,1750.0636,0.942985957767
0.0008,1693.6776,coreopt_IS_aa,1561.0,1668,165847.0,192996.5,1822.3972,0.929367977519
0.001,1739.1665,coreopt_IS_aa,1570.0,1664,169166.5,195723.0,1859.723,0.935175023377
0.002,1887.259,FF_a,1563.0,1663,162129.5,196847.5,2056.695,0.917617342387
0.004,2295.622,FF_mix,1525.0,1649,192655.5,203901.0,2464.604,0.931436449831
0.008,3110.248,FF_mix,1445.0,1566,208156.0,219185.5,3319.484,0.936967311787
0.01,3513.22,FF_bm2,1412.0,1538,210122.0,222599.0,3763.99,0.933376549885
0.02,5691.41,coreopt_IS_da,1401.0,1510,214520.5,225361.0,6017.22,0.945853733119
0.04,9999.54,FF_mix,1388.0,1503,215288.5,225536.5,10524.46,0.950123806827
0.08,18518.6,FF_mix,1370.0,1500,214357.5,225853.5,19568.28,0.946358085637
0.1,22866.85,FF_mix,1375.0,1496,214918.5,225699.0,24065.9,0.950176390661
0.2,44098.7,FF_mix,1358.0,1494,213703.5,225670.5,46628.1,0.94575374077
0.4,87593.4,FF_mix2,1377.0,1495,215541.0,225784.5,91808.8,0.954085011459
1.0,216521.0,FF_mix2,1373.0,1495,215148.0,225765.0,227260.0,0.952745753762
10.0,2158978.0,FF_mix,1378.0,1493,215760.0,225795.0,2259443.0,0.955535501449
