0,0.9646,0.96157,0.92724
1.161e-07,0.96181,0.96077,0.92274
2.322e-07,0.9614,0.96032,0.92107
4.644e-07,0.962,0.96109,0.92043
9.288e-07,0.96135,0.95967,0.92308
1.161e-06,0.96098,0.96001,0.92226
2.322e-06,0.96214,0.9597,0.92072
4.644e-06,0.95992,0.95772,0.9209
9.288e-06,0.94798,0.94786,0.91473
1.161e-05,0.94537,0.94375,0.91481
2.322e-05,0.94145,0.93439,0.91316
4.644e-05,0.94203,0.91431,0.91979
9.288e-05,0.93805,0.86906,0.92342
0.0001161,0.93811,0.85505,0.92596
0.0002322,0.94422,0.82488,0.9314
0.0004644,0.95054,0.80571,0.93845
0.0009288,0.95584,0.79636,0.94509
0.001161,0.95501,0.79286,0.94473
0.002322,0.95737,0.78426,0.94645
0.004644,0.95938,0.77908,0.94654
0.01161,0.95814,0.77727,0.94862
0.1161,0.95977,0.77793,0.94824
