,best_heuristic,best_method,cnk_bh,cnk_ub,thp_bh,thp_ub,ub,optimality
0.0,4724.0,FF_a_coreAsc,4724.0,4758,273789.2,287021.6,4758.0,0.992854140395
1e-05,4724.888432,FF_a_coreAsc_mix,4722.0,4768,288843.2,291032.8,4770.910328,0.990353644727
2e-05,4747.767872,FF_a_coreAsc_mix,4742.0,4762,288393.6,289345.6,4767.786912,0.995801188189
4e-05,4734.611696,FF_a_coreAsc_mix,4723.0,4761,290292.4,292101.2,4772.684048,0.992022863526
8e-05,4754.310496,FF_a_coreAsc_mix,4731.0,4766,291381.2,293047.2,4789.443776,0.992664434193
0.0001,4738.28108,FF_a_coreAsc,4711.0,4763,272810.8,293251.2,4792.32512,0.988722793499
0.0002,4774.33928,FF_a_coreAsc,4719.0,4763,276696.4,293956.0,4821.7912,0.990158860467
0.0004,4843.2232,FF_a_coreAsc_mix,4728.0,4756,288058.0,289390.8,4871.75632,0.994143155338
0.0008,4961.66176,FF_a_coreAsc_mix,4730.0,4761,289577.2,291052.8,4993.84224,0.993555967839
0.001,4994.8016,FF_a_coreAsc_mix,4703.0,4759,291801.6,294467.2,5053.4672,0.988391019932
0.002,5285.4368,FF_a_coreAsc_mix,4700.0,4760,292718.4,295574.4,5351.1488,0.987720020045
0.004,5867.8784,FF_a_coreAsc_mix,4688.0,4743,294969.6,297587.6,5933.3504,0.988965424998
0.008,6978.4816,FF_a_coreAsc_mix,4409.0,4552,321185.2,327992.0,7175.936,0.972483812565
0.01,7611.144,FF_a_coreAsc_mix,4388.0,4538,322314.4,329454.4,7832.544,0.971733321894
0.02,10821.792,FF_a_coreAsc_mix,4360.0,4531,323089.6,331229.2,11155.584,0.970078482668
0.04,17327.488,FF_a_coreAsc_mix,4022.0,4207,332637.2,341443.2,17864.728,0.969927333906
0.08,30987.864,FF_a_coreAsc_mix,3719.0,3886,340860.8,349160.0,31818.8,0.973885375941
0.1,37858.12,FF_a_coreAsc_mix,3716.0,3881,341421.2,349275.2,38808.52,0.975510532223
0.2,71919.08,FF_a_coreAsc_mix,3715.0,3885,341020.4,349112.4,73707.48,0.97573651955
0.4,140123.16,FF_a_coreAsc_mix,3715.0,3887,341020.4,349207.6,143570.04,0.975991648397
1.0,345106.4,FF_a_coreAsc_mix,3708.0,3870,341398.4,349109.6,352979.6,0.977695028268
10.0,3412284.0,FF_a_coreAsc_mix,3704.0,3877,340858.0,349092.8,3494805.0,0.976387523767
