,best_heuristic,best_method,cnk_bh,cnk_ub,thp_bh,thp_ub,ub,optimality
0.0,4543.0,FF_d_coreAsc,4543.0,4731,272643.0,275099.0,4731.0,0.960262101036
1e-05,4539.73243,FF_d_coreAsc,4537.0,4727,273243.0,275776.0,4729.75776,0.959823454045
2e-05,4555.48604,FF_d_coreAsc,4550.0,4728,274302.0,276730.0,4733.5346,0.962385706444
4e-05,4552.93428,FF_d_coreAsc,4542.0,4727,273357.0,276006.0,4738.04024,0.960931956965
8e-05,4558.94424,FF_d_coreAsc,4537.0,4731,274303.0,276913.0,4753.15304,0.959141058921
0.0001,4560.4204,FF_d_coreAsc,4533.0,4730,274204.0,276836.0,4757.6836,0.958537974236
0.0002,4588.7166,FF_d_coreAsc,4534.0,4727,273583.0,276353.0,4782.2706,0.959526757018
0.0004,4650.5068,FF_d_coreAsc,4541.0,4725,273767.0,276220.0,4835.488,0.961745081365
0.0008,4765.932,FF_d_coreAsc,4547.0,4725,273665.0,276008.0,4945.8064,0.963630925788
0.001,4804.051,FF_d_coreAsc,4529.0,4725,275051.0,277763.0,5002.763,0.960279549521
0.002,5063.198,FF_d_coreAsc,4505.0,4722,279099.0,282120.0,5286.24,0.957807061352
0.004,5604.108,FF_d_coreAsc,4450.0,4680,288527.0,291745.0,5846.98,0.958461975242
0.008,6737.768,FF_d_coreAsc,4287.0,4590,306346.0,310862.0,7076.896,0.952079555783
0.01,7363.15,FF_d_coreAsc,4287.0,4576,307615.0,311966.0,7695.66,0.956792529816
0.02,10472.76,FF_d_coreAsc,4108.0,4413,318238.0,323100.0,10875.0,0.963012413793
0.04,17255.84,FF_d_coreAsc,3311.0,3580,348621.0,355681.0,17807.24,0.969035066636
0.08,31148.44,FF_d_coreAsc,3117.0,3398,350393.0,358939.0,32113.12,0.969959941606
0.1,38165.9,FF_d_coreAsc,3109.0,3380,350569.0,358766.0,39256.6,0.972216136904
0.2,73072.4,FF_d_coreAsc,3040.0,3333,350162.0,359834.0,75299.8,0.970419576148
0.4,143154.0,FF_d_coreAsc,3038.0,3307,350290.0,359337.0,147041.8,0.973559899294
1.0,353514.0,FF_d_coreAsc,3024.0,3279,350490.0,359333.0,362612.0,0.974909820966
10.0,3497775.0,FF_d_coreAsc,2995.0,3273,349478.0,359047.0,3593743.0,0.973295808854
