0,0.94921,0.42392,0.24091
1.1477e-07,0.94871,0.42391,0.24132
2.2953e-07,0.94761,0.42393,0.24174
4.5907e-07,0.94842,0.42375,0.24247
9.1813e-07,0.94749,0.42352,0.24398
1.1477e-06,0.94863,0.42344,0.24475
2.2953e-06,0.94801,0.42288,0.24851
4.5907e-06,0.94765,0.42162,0.2558
9.1813e-06,0.94795,0.4193,0.26996
1.1477e-05,0.94764,0.41822,0.27685
2.2953e-05,0.94759,0.41299,0.30901
4.5907e-05,0.94159,0.40393,0.36428
9.1813e-05,0.9357,0.38278,0.44026
0.00011477,0.93679,0.37417,0.46844
0.00022953,0.94292,0.3441,0.55742
0.00045907,0.96009,0.30415,0.61048
0.00091813,0.9655,0.27477,0.64075
0.0011477,0.96634,0.26811,0.64756
0.0022953,0.96854,0.25381,0.66196
0.0045907,0.9704,0.24627,0.66997
0.011477,0.97111,0.24155,0.67489
0.11477,0.97178,0.23853,0.67757
