0,0.95832,0.95832,0.91856
1.19e-07,0.95223,0.95223,0.92762
2.3801e-07,0.95463,0.95463,0.9279
4.7601e-07,0.95507,0.95507,0.92711
9.5202e-07,0.95399,0.95399,0.92903
1.19e-06,0.95444,0.95444,0.92824
2.3801e-06,0.95214,0.95214,0.92882
4.7601e-06,0.95159,0.95159,0.9284
9.5202e-06,0.94216,0.94216,0.90658
1.19e-05,0.93957,0.93957,0.90869
2.3801e-05,0.92924,0.92924,0.89704
4.7601e-05,0.93343,0.90078,0.91546
9.5202e-05,0.91869,0.84232,0.91583
0.000119,0.92103,0.82799,0.9147
0.00023801,0.93226,0.79751,0.92768
0.00047601,0.94109,0.77238,0.93404
0.00095202,0.94451,0.76401,0.93822
0.00119,0.94744,0.76107,0.93901
0.0023801,0.95364,0.75685,0.9445
0.0047601,0.95573,0.76155,0.94391
0.0119,0.95506,0.75117,0.94598
0.119,0.95648,0.75743,0.9448
