,best_heuristic,best_method,cnk_bh,cnk_ub,thp_bh,thp_ub,ub,optimality
0.0,1527.0,FF_a,1527.0,1647,127950.0,155990.5,1647.0,0.927140255009
1e-05,1521.27659,FF_a,1520.0,1648,127659.0,158117.5,1649.581175,0.922219902273
2e-05,1522.55318,FF_a,1520.0,1648,127659.0,158117.5,1651.16235,0.922109918507
4e-05,1530.18924,FF_a,1525.0,1646,129731.0,158390.0,1652.3356,0.926076542804
8e-05,1535.37848,FF_a,1525.0,1646,129731.0,158390.0,1658.6712,0.925667775506
0.0001,1537.9731,FF_a,1525.0,1646,129731.0,158390.0,1661.839,0.925464560646
0.0002,1542.4794,FF_a,1517.0,1647,127397.0,158066.0,1678.6132,0.918901030922
0.0004,1573.8338,FF_a,1522.0,1647,129584.5,160184.5,1711.0738,0.919793056267
0.0008,1616.4208,FF_a,1513.0,1645,129276.0,163346.5,1775.6772,0.910312302259
0.001,1651.27,FF_a,1520.0,1644,131270.0,164126.0,1808.126,0.913249408504
0.002,1771.578,coreopt_IS_da,1458.0,1638,156789.0,167934.0,1973.868,0.897515943315
0.004,2114.758,coreopt_IS_da,1407.0,1574,176939.5,189317.5,2331.27,0.907127016605
0.008,2900.644,FF_bm2,1308.0,1464,199080.5,211352.0,3154.816,0.919433653183
0.01,3284.71,FF_bm2,1285.0,1450,199971.0,213043.5,3580.435,0.917405287346
0.02,5314.33,coreopt_IS_da,1259.0,1413,202766.5,215620.0,5725.4,0.928202396339
0.04,9412.66,coreopt_IS_da,1243.0,1377,204241.5,217360.0,10071.4,0.934593005938
0.08,17572.92,coreopt_IS_da,1223.0,1356,204374.0,217936.0,18790.88,0.935183450695
0.1,21638.65,FF_bm2,1198.0,1355,204406.5,217917.0,23146.7,0.934848164101
0.2,42231.7,coreopt_IS_da,1226.0,1347,205028.5,217892.5,44925.5,0.940038508197
0.4,83305.0,coreopt_IS_da,1222.0,1342,205207.5,217992.5,88539.0,0.940884807825
1.0,206574.5,coreopt_IS_da,1219.0,1342,205355.5,217985.0,219327.0,0.941856223812
10.0,2050053.0,FF_bm2,1188.0,1338,204886.5,217996.5,2181303.0,0.939829542251
