,best_heuristic,best_method,cnk_bh,cnk_ub,thp_bh,thp_ub,ub,optimality
0.0,1752.0,FF_a,1752.0,1831,91800.0,98900.0,1831.0,0.956854178045
1e-05,1743.9135,FF_a,1743.0,1830,91350.0,99550.0,1830.9955,0.952440079727
2e-05,1748.845,FF_a,1747.0,1830,92250.0,99550.0,1831.991,0.954614405857
4e-05,1746.654,FF_a,1743.0,1830,91350.0,99550.0,1833.982,0.952383393076
8e-05,1760.432,FF_a,1753.0,1830,92900.0,99550.0,1837.964,0.957816366371
0.0001,1758.27,FF_a,1749.0,1830,92700.0,99900.0,1839.99,0.955586715145
0.0002,1760.33,FF_a,1742.0,1830,91650.0,99550.0,1849.91,0.951576022617
0.0004,1781.26,coreopt_IS_aa,1744.0,1830,93150.0,99550.0,1869.82,0.952637152239
0.0008,1796.08,FF_a,1720.0,1811,95100.0,118550.0,1905.84,0.942408596734
0.001,1804.95,FF_a,1711.0,1808,93950.0,118400.0,1926.4,0.93695494186
0.002,1908.3,FF_a,1717.0,1810,95650.0,118500.0,2047.0,0.932242305813
0.004,2100.4,FF_mix,1650.0,1804,112600.0,120300.0,2285.2,0.919131804656
0.008,2661.4,FF_mix,1443.0,1596,152300.0,159950.0,2875.6,0.925511197663
0.01,2954.0,FF_mix,1435.0,1596,151900.0,159950.0,3195.5,0.924424972618
0.02,4463.0,FF_mix,1430.0,1594,151650.0,159850.0,4791.0,0.931538300981
0.04,7502.0,FF_mix,1432.0,1596,151750.0,159950.0,7994.0,0.93845384038
0.08,13702.0,FF_mix,1458.0,1596,153050.0,159950.0,14392.0,0.952056698166
0.1,16595.0,FF_mix,1430.0,1596,151650.0,159950.0,17591.0,0.94338013757
0.2,31683.0,FF_mix,1423.0,1595,151300.0,159900.0,33575.0,0.943648548027
0.4,61922.0,FF_mix,1422.0,1596,151250.0,159950.0,65576.0,0.944278394535
1.0,153896.0,FF_mix,1446.0,1596,152450.0,159950.0,161546.0,0.95264506704
10.0,1518431.0,FF_mix,1431.0,1596,151700.0,159950.0,1601096.0,0.948369741727
