0,4634.6,2.206e+05,188.25,75243
1.1823e-07,4622.6,2.2004e+05,194.2,77638
2.3645e-07,4623.7,2.2009e+05,194.1,77600
4.7291e-07,4618.4,2.1984e+05,194.65,77817
9.4581e-07,4621.4,2.1998e+05,194.45,77736
1.1823e-06,4615.1,2.1968e+05,196.9,78717
2.3645e-06,4616.7,2.1975e+05,196.2,78438
4.7291e-06,4615.4,2.1969e+05,197,78756
9.4581e-06,4614.7,2.1966e+05,196.75,78659
1.1823e-05,4608.4,2.1936e+05,199.05,79575
2.3645e-05,4583.8,2.1819e+05,207.45,82931
4.7291e-05,4548.4,2.165e+05,216.15,86412
9.4581e-05,4209.4,2.0037e+05,312.65,1.2503e+05
0.00011823,4196.9,1.9977e+05,314.6,1.2582e+05
0.00023645,4138.9,1.9701e+05,323.9,1.2953e+05
0.00047291,3687.4,1.7552e+05,404.15,1.6152e+05
0.00094581,3103.4,1.4772e+05,502.6,2.0104e+05
0.0011823,3095.6,1.4735e+05,503.4,2.0136e+05
0.0023645,3098.1,1.4747e+05,503.25,2.013e+05
0.0047291,3095.8,1.4736e+05,503.5,2.014e+05
0.011823,3090.9,1.4713e+05,503.65,2.0146e+05
0.11823,3090.3,1.471e+05,504.25,2.017e+05
