,best_heuristic,best_method,cnk_bh,cnk_ub,thp_bh,thp_ub,ub,optimality
0.0,1724.0,FF_mix,1724.0,1772,93559.0,96794.0,1772.0,0.972911963883
1e-05,1703.93296,FF_a,1703.0,1772,93296.0,102287.0,1773.02287,0.961032702302
2e-05,1704.86592,FF_a,1703.0,1772,93296.0,102287.0,1774.04574,0.961004489095
4e-05,1706.73184,FF_a,1703.0,1772,93296.0,102287.0,1776.09148,0.96094816017
8e-05,1712.81792,FF_mix,1705.0,1772,97724.0,102287.0,1780.18296,0.96215836152
0.0001,1712.3296,FF_a,1703.0,1772,93296.0,102287.0,1782.2287,0.960779949285
0.0002,1721.6592,FF_a,1703.0,1772,93296.0,102287.0,1792.4574,0.960502157541
0.0004,1740.3184,FF_a,1703.0,1772,93296.0,102287.0,1812.9148,0.959955978075
0.0008,1752.764,FF_a,1674.0,1755,98455.0,121222.0,1851.9776,0.946428293733
0.001,1774.128,FF_a,1676.0,1755,98128.0,122062.0,1877.062,0.945162173652
0.002,1844.842,coreopt_IS_aa,1628.0,1650,108421.0,135379.0,1920.758,0.960476020404
0.004,2084.892,coreopt_IS_aa,1640.0,1647,111223.0,135934.0,2190.736,0.951685643546
0.008,2565.144,coreopt_IS_da,1528.0,1643,129643.0,136514.0,2735.112,0.937857023771
0.01,2979.0,coreopt_IS_da,1502.0,1618,147700.0,154175.0,3159.75,0.942796107287
0.02,4431.2,FF_bm2,1478.0,1609,147660.0,154918.0,4707.36,0.941334420992
0.04,7410.28,FF_bm2,1467.0,1592,148582.0,155603.0,7816.12,0.948076539255
0.08,13350.84,FF_bm2,1453.0,1575,148723.0,155950.0,14051.0,0.950170094655
0.1,16349.8,FF_bm2,1452.0,1572,148978.0,156003.0,17172.3,0.952103096265
0.2,31216.8,FF_bm2,1441.0,1563,148879.0,156054.0,32773.8,0.952492539773
0.4,61168.6,FF_bm2,1445.0,1561,149309.0,156061.0,63985.4,0.955977457357
1.0,150517.0,FF_bm2,1437.0,1557,149080.0,156055.0,157612.0,0.954984392051
10.0,1493089.0,FF_bm2,1439.0,1557,149165.0,156055.0,1562107.0,0.955817367184
