,best_heuristic,best_method,cnk_bh,cnk_ub,thp_bh,thp_ub,ub,optimality
0.0,1645.0,FF_a,1645.0,1704,51975.0,64948.0,1704.0,0.965375586854
1e-05,1642.5486,FF_a,1642.0,1704,54860.0,66723.0,1704.66723,0.963559673755
2e-05,1642.04634,FF_a,1641.0,1703,52317.0,66746.0,1704.33492,0.96345285233
4e-05,1647.14596,FF_a,1645.0,1703,53649.0,66746.0,1705.66984,0.965688623538
8e-05,1643.28376,FF_a,1639.0,1703,53547.0,66746.0,1708.33968,0.961918627331
0.0001,1646.2719,FF_a,1641.0,1703,52719.0,66746.0,1709.6746,0.962915340732
0.0002,1652.7312,FF_a,1642.0,1703,53656.0,66746.0,1716.3492,0.962934116204
0.0004,1663.4624,FF_a,1642.0,1703,53656.0,66746.0,1729.6984,0.961706618911
0.0008,1659.0616,FF_a,1612.0,1688,58827.0,86770.0,1757.416,0.944034650874
0.001,1670.947,FF_a,1611.0,1688,59947.0,86743.0,1774.743,0.9415149123
0.002,1742.028,FF_bm2,1571.0,1685,85514.0,88454.0,1861.908,0.935614434226
0.004,1887.372,FF_mix,1476.0,1558,102843.0,104665.0,1976.66,0.954828852711
0.008,2398.04,FF_mix,1427.0,1556,121380.0,124227.0,2549.816,0.940475704914
0.01,2637.52,FF_mix,1421.0,1554,121652.0,124578.0,2799.78,0.942045446428
0.02,3856.92,FF_mix,1421.0,1552,121796.0,124579.0,4043.58,0.953837935691
0.04,6297.92,FF_mix,1417.0,1552,122023.0,124633.0,6537.32,0.963379488843
0.08,11192.88,FF_mix,1414.0,1547,122236.0,124712.0,11523.96,0.971270292504
0.1,13625.1,FF_mix,1407.0,1547,122181.0,124703.0,14017.3,0.972020289214
0.2,25884.6,FF_mix,1406.0,1534,122393.0,124786.0,26491.2,0.977101830042
0.4,50313.0,FF_mix,1395.0,1525,122295.0,124840.0,51461.0,0.977691844309
1.0,123930.0,FF_mix,1407.0,1524,122523.0,124836.0,126360.0,0.980769230769
10.0,1227668.0,FF_mix,1408.0,1524,122626.0,124836.0,1249884.0,0.982225550531
