x_0,y_0,x_1,y_1,x_2,y_2,x_3,y_3
1.0,0.002187137656204949,26.0,0.0021871376562049467,51.0,0.002187137656204953,76.0,0.0021871376562049407
1.99,0.002361803690236391,26.99,0.002361803690236387,51.99,0.002361803690236395,76.99,0.0023618036902363806
2.98,0.0025464223209893545,27.979999999999997,0.0025464223209893514,52.980000000000004,0.0025464223209893605,77.97999999999999,0.0025464223209893436
3.9699999999999998,0.0027411703456451707,28.969999999999995,0.002741170345645168,53.970000000000006,0.0027411703456451768,78.96999999999998,0.0027411703456451573
4.96,0.002946188799313978,29.959999999999994,0.002946188799313973,54.96000000000001,0.002946188799313984,79.95999999999998,0.0029461887993139616
5.95,0.003161579304487654,30.949999999999992,0.003161579304487648,55.95000000000001,0.0031615793044876615,80.94999999999997,0.0031615793044876364
6.9399999999999995,0.003387400464672434,31.93999999999999,0.003387400464672428,56.94000000000001,0.0033874004646724434,81.93999999999997,0.0033874004646724147
7.93,0.00362366434062797,32.92999999999999,0.0036236643406279633,57.930000000000014,0.003623664340627979,82.92999999999996,0.0036236643406279473
8.92,0.0038703330495405293,33.91999999999999,0.0038703330495405215,58.920000000000016,0.0038703330495405384,83.91999999999996,0.0038703330495405033
9.91,0.0041273155289747575,34.90999999999998,0.004127315528974751,59.91000000000002,0.0041273155289747706,84.90999999999995,0.004127315528974731
10.9,0.004394464508531117,35.899999999999984,0.0043944645085311086,60.90000000000002,0.004394464508531131,85.89999999999995,0.004394464508531087
11.89,0.004671573732738361,36.889999999999986,0.0046715737327383535,61.89000000000002,0.004671573732738377,86.88999999999994,0.0046715737327383275
12.879999999999999,0.004958375478790519,37.87999999999998,0.004958375478790511,62.880000000000024,0.004958375478790537,87.87999999999994,0.004958375478790483
13.87,0.00525453841225932,38.869999999999976,0.005254538412259309,63.870000000000026,0.005254538412259337,88.86999999999993,0.00525453841225928
14.86,0.0055596658228464985,39.85999999999998,0.0055596658228464855,64.86000000000003,0.005559665822846517,89.85999999999993,0.005559665822846455
15.85,0.005873294280563737,40.84999999999998,0.0058732942805637236,65.85000000000002,0.005873294280563754,90.84999999999992,0.005873294280563689
16.84,0.00619489275042758,41.839999999999975,0.006194892750427563,66.84000000000003,0.0061948927504276,91.83999999999992,0.006194892750427529
17.83,0.006523862200828137,42.82999999999997,0.006523862200828121,67.83000000000004,0.006523862200828163,92.82999999999991,0.006523862200828084
18.82,0.0068595357371793175,43.81999999999997,0.006859535737179299,68.82000000000004,0.006859535737179342,93.81999999999991,0.00685953573717926
19.81,0.0072011792883003335,44.809999999999974,0.007201179288300316,69.81000000000003,0.007201179288300358,94.8099999999999,0.007201179288300272
20.8,0.007547992868240054,45.79999999999997,0.007547992868240034,70.80000000000004,0.007547992868240079,95.7999999999999,0.007547992868239985
21.79,0.007899112430974268,46.789999999999964,0.00789911243097425,71.79000000000005,0.007899112430974298,96.78999999999989,0.0078991124309742
22.78,0.008253612329629506,47.779999999999966,0.008253612329629486,72.78000000000004,0.008253612329629538,97.77999999999989,0.008253612329629434
23.77,0.008610508385673434,48.76999999999997,0.008610508385673413,73.77000000000004,0.008610508385673461,98.76999999999988,0.008610508385673357
24.759999999999998,0.008968761566929925,49.75999999999996,0.008968761566929905,74.76000000000005,0.00896876156692996,99.75999999999988,0.008968761566929849
25.75,0.009327282266403473,50.74999999999996,0.009327282266403449,75.75000000000006,0.00932728226640351,100.74999999999987,0.00932728226640339
26.74,0.009684935166818712,51.73999999999996,0.009684935166818688,76.74000000000005,0.009684935166818748,101.73999999999987,0.009684935166818629
27.73,0.010040544668589236,52.72999999999996,0.010040544668589212,77.73000000000005,0.01004054466858927,102.72999999999986,0.010040544668589148
28.72,0.01039290085172388,53.719999999999956,0.010392900851723853,78.72000000000006,0.010392900851723919,103.71999999999986,0.01039290085172379
29.71,0.010740765935061706,54.70999999999995,0.010740765935061677,79.71000000000006,0.010740765935061746,104.70999999999985,0.010740765935061613
30.7,0.011082881189303962,55.69999999999995,0.011082881189303933,80.70000000000006,0.011082881189304,105.69999999999985,0.011082881189303865
31.69,0.01141797425368965,56.689999999999955,0.011417974253689624,81.69000000000005,0.011417974253689688,106.68999999999984,0.011417974253689555
32.68,0.011744766799945936,57.67999999999995,0.011744766799945908,82.68000000000006,0.01174476679994598,107.67999999999984,0.011744766799945839
33.67,0.012061982481438974,58.669999999999945,0.012061982481438945,83.67000000000007,0.012061982481439018,108.66999999999983,0.012061982481438875
34.66,0.012368355100352774,59.65999999999995,0.012368355100352746,84.66000000000007,0.012368355100352816,109.65999999999983,0.012368355100352673
35.65,0.012662636921325205,60.64999999999995,0.012662636921325177,85.65000000000006,0.012662636921325245,110.64999999999982,0.012662636921325104
36.64,0.01294360705635468,61.639999999999944,0.012943607056354653,86.64000000000007,0.012943607056354722,111.63999999999982,0.01294360705635458
37.63,0.013210079843031674,62.62999999999994,0.013210079843031644,87.63000000000008,0.013210079843031717,112.62999999999981,0.013210079843031573
38.62,0.01346091313630784,63.61999999999994,0.013460913136307812,88.62000000000008,0.013460913136307885,113.6199999999998,0.013460913136307743
39.61,0.013695016433141007,64.60999999999994,0.013695016433140977,89.61000000000007,0.013695016433141045,114.6099999999998,0.013695016433140908
40.6,0.013911358749481005,65.59999999999994,0.013911358749480978,90.60000000000008,0.013911358749481045,115.5999999999998,0.01391135874948091
41.589999999999996,0.014108976170209451,66.58999999999993,0.014108976170209427,91.59000000000009,0.014108976170209496,116.58999999999979,0.014108976170209361
