,best_heuristic,best_method,cnk_bh,cnk_ub,thp_bh,thp_ub,ub,optimality
0.0,1660.0,FF_a,1660.0,1720,88740.0,98738.0,1720.0,0.96511627907
1e-05,1663.97594,FF_mix,1663.0,1720,97594.0,100558.0,1721.00558,0.966862605989
2e-05,1654.80244,FF_a,1653.0,1720,90122.0,100558.0,1722.01116,0.960970798819
4e-05,1663.89752,FF_mix,1660.0,1720,97438.0,100558.0,1724.02232,0.965125277496
8e-05,1668.7992,FF_mix,1661.0,1720,97490.0,100558.0,1728.04464,0.965715330132
0.0001,1674.7698,FF_mix,1665.0,1720,97698.0,100558.0,1730.0558,0.968043805292
0.0002,1682.5188,FF_mix,1663.0,1720,97594.0,100558.0,1740.1116,0.96690281244
0.0004,1697.5056,FF_a,1661.0,1720,91264.0,100558.0,1760.2232,0.964369518593
0.0008,1702.8816,FF_a,1624.0,1699,98602.0,123088.0,1797.4704,0.947376713408
0.001,1719.812,FF_a,1623.0,1698,96812.0,123358.0,1821.358,0.94424709475
0.002,1825.152,FF_mix,1589.0,1697,118076.0,123692.0,1944.384,0.9386787795
0.004,2063.728,FF_mix,1585.0,1693,119682.0,125298.0,2194.192,0.940541210614
0.008,2601.072,FF_mix,1428.0,1550,146634.0,153048.0,2774.384,0.937531358312
0.01,2893.38,FF_mix,1427.0,1550,146638.0,153062.0,3080.62,0.939220027137
0.02,4343.44,FF_mix,1419.0,1550,146222.0,153062.0,4611.24,0.941924514881
0.04,7260.04,FF_mix,1417.0,1551,146076.0,153086.0,7674.44,0.946002574781
0.08,13106.92,coreopt_IS_da,1421.0,1550,146074.0,153090.0,13797.2,0.949969559041
0.1,16118.4,FF_mix,1431.0,1550,146874.0,153076.0,16857.6,0.956150341686
0.2,30774.4,FF_mix,1428.0,1550,146732.0,153076.0,32165.2,0.956760722769
0.4,60186.0,FF_mix,1422.0,1541,146910.0,153112.0,62785.8,0.958592547997
1.0,148926.0,FF_mix,1434.0,1542,147492.0,153108.0,154650.0,0.962987390883
10.0,1463329.0,FF_mix,1409.0,1542,146192.0,153108.0,1532622.0,0.954787938578
