,best_heuristic,best_method,cnk_bh,cnk_ub,thp_bh,thp_ub,ub,optimality
0.0,1419.0,FF_mix,1419.0,1449,117589.0,119543.5,1449.0,0.979296066253
1e-05,1402.07231,coreopt_IS_aa,1401.0,1430,107231.0,124064.0,1431.24064,0.979620247508
2e-05,1403.14462,coreopt_IS_aa,1401.0,1430,107231.0,124064.0,1432.48128,0.979520388567
4e-05,1405.28924,coreopt_IS_aa,1401.0,1430,107231.0,124064.0,1434.96256,0.979321188701
8e-05,1409.57848,coreopt_IS_aa,1401.0,1430,107231.0,124064.0,1439.92512,0.978924848537
0.0001,1411.7231,coreopt_IS_aa,1401.0,1430,107231.0,124064.0,1442.4064,0.978727701153
0.0002,1422.4462,coreopt_IS_aa,1401.0,1430,107231.0,124064.0,1454.8128,0.977752051673
0.0004,1443.8924,coreopt_IS_aa,1401.0,1430,107231.0,124064.0,1479.6256,0.975849836607
0.0008,1492.4552,FF_mix,1395.0,1430,121819.0,124064.0,1529.2512,0.975938550841
0.001,1511.6005,FF_mix,1390.0,1430,121600.5,124064.0,1554.064,0.972675835744
0.002,1633.237,FF_mix,1390.0,1430,121618.5,124064.0,1678.128,0.973249358809
0.004,1869.852,FF_mix,1383.0,1429,121713.0,124400.0,1926.6,0.970545001557
0.008,2381.836,FF_mix,1389.0,1419,124104.5,125834.0,2425.672,0.981928306877
0.01,2633.51,FF_mix,1392.0,1420,124151.0,125749.0,2677.49,0.983574168344
0.02,3877.83,FF_mix,1393.0,1420,124241.5,125749.0,3934.98,0.985476419194
0.04,6328.7,FF_mix,1380.0,1418,123717.5,125806.5,6450.26,0.981154248046
0.08,11293.56,FF_mix,1381.0,1416,123907.0,125823.5,11481.88,0.983598504774
0.1,13790.45,FF_mix,1383.0,1416,124074.5,125823.5,13998.35,0.985148249615
0.2,26199.0,FF_mix,1384.0,1416,124075.0,125823.5,26580.7,0.985639956811
0.4,50926.4,FF_mix,1380.0,1416,123866.0,125823.5,51745.4,0.984172506155
1.0,124797.5,FF_mix,1372.0,1416,123425.5,125823.5,127239.5,0.98080784662
10.0,1240676.0,FF_mix,1381.0,1416,123929.5,125823.5,1259651.0,0.984936303786
