4810.7,2.7596e+05,4495.1,2.4692e+05,4362.4,2.5095e+05
4802.8,2.753e+05,4482.2,2.4836e+05,4355.7,2.5218e+05
4803.7,2.7551e+05,4482.2,2.4813e+05,4358.4,2.5161e+05
4803,2.7505e+05,4479.5,2.4814e+05,4356.6,2.5195e+05
4802.9,2.7562e+05,4481.2,2.4789e+05,4356.5,2.5208e+05
4803.7,2.7558e+05,4482.1,2.4816e+05,4355.5,2.5213e+05
4803.4,2.7527e+05,4478,2.4864e+05,4354.8,2.5213e+05
4803,2.7563e+05,4480.9,2.4889e+05,4352.1,2.523e+05
4801.3,2.754e+05,4478.7,2.4922e+05,4348.7,2.5308e+05
4801,2.7609e+05,4477.1,2.4957e+05,4344.5,2.5344e+05
4792.5,2.7656e+05,4465.8,2.5197e+05,4330.4,2.5582e+05
4777.9,2.7768e+05,4441.4,2.5728e+05,4249.4,2.7327e+05
4581,2.9072e+05,4276.7,2.8168e+05,4173.6,2.8469e+05
4579.6,2.9176e+05,4268.3,2.8275e+05,4162.6,2.8618e+05
4548.1,2.9162e+05,4124.5,2.922e+05,3987.3,2.9834e+05
3741.8,3.137e+05,3439,3.2096e+05,3202.8,3.3021e+05
3735.8,3.1317e+05,3285.3,3.2422e+05,3021.4,3.3389e+05
3731.8,3.1252e+05,3262.1,3.244e+05,2994.6,3.3441e+05
3732.8,3.1285e+05,3206.1,3.2514e+05,2930.3,3.3525e+05
3730.4,3.1326e+05,3174.3,3.2556e+05,2896.8,3.3569e+05
3727.2,3.13e+05,3153.8,3.2569e+05,2877.2,3.3582e+05
3717.3,3.1332e+05,3145.8,3.2584e+05,2868.4,3.3599e+05
