0,1495.2,1.4743e+05,41.85,18836
7.3349e-08,1488.5,1.4736e+05,46.35,20961
1.467e-07,1489,1.4742e+05,46.2,20896
2.934e-07,1489.8,1.4748e+05,46.5,21032
5.868e-07,1490.8,1.4756e+05,46.3,20940
7.3349e-07,1490.2,1.4751e+05,46.55,21052
1.467e-06,1482.8,1.4677e+05,47.8,21624
2.934e-06,1488.2,1.4724e+05,48.25,21824
5.868e-06,1443.2,1.4389e+05,76.65,34744
7.3349e-06,1434.8,1.4297e+05,84.25,38027
1.467e-05,1426.2,1.4209e+05,89.05,40162
2.934e-05,1392.7,1.3824e+05,107.1,48374
5.868e-05,1238.5,1.2507e+05,172.1,77798
7.3349e-05,1213.5,1.2283e+05,186.5,84135
0.0001467,1182.4,1.2068e+05,196.2,88341
0.0002934,1173,1.2057e+05,197.5,88907
0.0005868,1167,1.2049e+05,197.75,89012
0.00073349,1165.8,1.2049e+05,197.75,89012
0.001467,1165.1,1.2071e+05,197.75,89012
0.002934,1162,1.2057e+05,197.75,89012
0.0073349,1164.2,1.2084e+05,197.75,89012
0.073349,1163.8,1.2082e+05,197.75,89012
