,best_heuristic,best_method,cnk_bh,cnk_ub,thp_bh,thp_ub,ub,optimality
0.0,1601.0,FF_mix,1601.0,1637,132567.0,140927.0,1637.0,0.97800855223
1e-05,1601.44698,coreopt_IS_aa,1600.0,1638,144698.0,155188.0,1639.55188,0.976758954404
2e-05,1596.86478,coreopt_IS_aa,1594.0,1638,143239.0,155188.0,1641.10376,0.973043154809
4e-05,1603.74332,coreopt_IS_aa,1598.0,1638,143583.0,155188.0,1644.20752,0.975389846167
8e-05,1610.5016,coreopt_IS_aa,1599.0,1639,143770.0,155213.0,1651.41704,0.97522404153
0.0001,1608.2839,coreopt_IS_aa,1594.0,1638,142839.0,155169.0,1653.5169,0.972644367892
0.0002,1627.4108,coreopt_IS_da,1597.0,1639,152054.0,155194.0,1670.0388,0.974474844537
0.0004,1660.6532,coreopt_IS_aa,1603.0,1639,144133.0,155194.0,1701.0776,0.976236004754
0.0008,1682.1624,coreopt_IS_aa,1564.0,1556,147703.0,157990.0,1682.392,0.999863527644
0.001,1711.703,coreopt_IS_aa,1564.0,1556,147703.0,157990.0,1713.99,0.998665686498
0.002,1859.406,coreopt_IS_aa,1564.0,1556,147703.0,157990.0,1871.98,0.993283047896
0.004,2169.368,coreopt_IS_da,1542.0,1556,156842.0,157990.0,2187.96,0.991502586885
0.008,2865.664,coreopt_IS_da,1546.0,1583,164958.0,167764.0,2925.112,0.979676675628
0.01,3199.03,coreopt_IS_da,1548.0,1583,165103.0,167764.0,3260.64,0.981104936454
0.02,4842.5,coreopt_IS_da,1546.0,1583,164825.0,167764.0,4938.28,0.980604582972
0.04,8140.04,coreopt_IS_da,1545.0,1583,164876.0,167764.0,8293.56,0.981489251901
0.08,14774.4,coreopt_IS_da,1550.0,1583,165305.0,167764.0,15004.12,0.984689538607
0.1,18059.9,coreopt_IS_da,1549.0,1583,165109.0,167764.0,18359.4,0.983686830724
0.2,34549.6,coreopt_IS_da,1548.0,1583,165008.0,167764.0,35135.8,0.983316161863
0.4,67574.0,coreopt_IS_da,1548.0,1583,165065.0,167764.0,68688.6,0.983773144306
1.0,166824.0,coreopt_IS_da,1551.0,1583,165273.0,167764.0,169347.0,0.985101596131
10.0,1652008.0,coreopt_IS_da,1548.0,1583,165046.0,167764.0,1679223.0,0.983793099547
