,best_heuristic,best_method,cnk_bh,cnk_ub,thp_bh,thp_ub,ub,optimality
0.0,1756.0,FF_a,1756.0,1825,91545.0,104145.0,1825.0,0.962191780822
1e-05,1737.9356,FF_a,1737.0,1825,93560.0,113320.0,1826.1332,0.951702537361
2e-05,1745.8971,FF_a,1744.0,1824,94855.0,113335.0,1826.2667,0.9559924079
4e-05,1750.786,FF_a,1747.0,1825,94650.0,113320.0,1829.5328,0.956957973096
8e-05,1750.5944,FF_a,1743.0,1824,94930.0,113335.0,1833.0668,0.955008513601
0.0001,1755.5355,FF_a,1746.0,1825,95355.0,113320.0,1836.332,0.956001147941
0.0002,1762.0,coreopt_IS_aa,1742.0,1824,100000.0,113335.0,1846.667,0.954151452319
0.0004,1780.096,FF_a,1742.0,1825,95240.0,113320.0,1870.328,0.951756055622
0.0008,1813.728,FF_a,1735.0,1819,98410.0,121975.0,1916.58,0.946335660395
0.001,1828.525,FF_a,1731.0,1816,97525.0,122550.0,1938.55,0.9432436615
0.002,1923.54,FF_a,1728.0,1814,97770.0,123610.0,2061.22,0.93320460698
0.004,2161.94,FF_mix,1640.0,1769,130485.0,138400.0,2322.6,0.930827520882
0.008,2742.44,FF_bm2,1519.0,1664,152930.0,161170.0,2953.36,0.928583037625
0.01,3040.75,coreopt_IS_da,1516.0,1661,152475.0,161530.0,3276.3,0.928104874401
0.02,4608.6,FF_bm2,1521.0,1656,154380.0,161995.0,4895.9,0.941318245879
0.04,7720.4,FF_bm2,1517.0,1646,155085.0,162405.0,8142.2,0.948195819312
0.08,13837.2,FF_bm2,1498.0,1636,154240.0,162575.0,14642.0,0.945034831307
0.1,16990.0,FF_bm2,1504.0,1633,154860.0,162610.0,17894.0,0.949480272717
0.2,32613.0,FF_bm2,1507.0,1626,155530.0,162680.0,34162.0,0.954657221474
0.4,63787.0,FF_bm2,1505.0,1621,155705.0,162710.0,66705.0,0.956255153287
1.0,157102.0,FF_bm2,1502.0,1619,155600.0,162705.0,164324.0,0.956050242204
10.0,1553288.0,FF_bm2,1488.0,1619,155180.0,162705.0,1628669.0,0.953716194021
