,best_heuristic,best_method,cnk_bh,cnk_ub,thp_bh,thp_ub,ub,optimality
0.0,4630.0,FF_a_coreAsc,4630.0,4681,275277.6,295678.4,4681.0,0.989104892117
1e-05,4637.938484,FF_a_coreAsc_mix,4635.0,4678,293848.4,295895.2,4680.958952,0.990809475486
2e-05,4639.876112,FF_a_coreAsc_mix,4634.0,4678,293805.6,295900.0,4683.918,0.990597211992
4e-05,4665.818816,FF_a_coreAsc_mix,4654.0,4680,295470.4,296708.0,4691.86832,0.994447946485
8e-05,4673.622144,FF_a_coreAsc_mix,4650.0,4681,295276.8,296752.4,4704.740192,0.993385809475
0.0001,4679.77396,FF_a_coreAsc_mix,4650.0,4685,297739.6,299405.6,4714.94056,0.992541454223
0.0002,4705.30016,FF_a_coreAsc_mix,4646.0,4683,296500.8,298262.0,4742.6524,0.992124187722
0.0004,4755.70768,FF_a_coreAsc_mix,4637.0,4682,296769.2,298911.2,4801.56448,0.99044961279
0.0008,4865.44992,FF_a_coreAsc_mix,4627.0,4676,298062.4,300394.8,4916.31584,0.989653650893
0.001,4954.0404,FF_a_coreAsc_mix,4657.0,4677,297040.4,297992.4,4974.9924,0.99578853628
0.002,5202.3192,FF_a_coreAsc_mix,4608.0,4682,297159.6,300682.0,5283.364,0.984660379258
0.004,5786.496,FF_a_coreAsc_mix,4577.0,4660,302374.0,306324.8,5885.2992,0.983211864573
0.008,6949.3456,FF_a_coreAsc_mix,4349.0,4490,325043.2,331754.8,7144.0384,0.972747514907
0.01,7609.328,FF_a_coreAsc_mix,4358.0,4496,325132.8,331701.6,7813.016,0.973929657894
0.02,10839.2,FF_a_coreAsc_mix,4311.0,4458,326410.0,333407.2,11126.144,0.974209932929
0.04,17387.064,FF_a_coreAsc_mix,3989.0,4177,334951.6,343900.4,17933.016,0.969556041215
0.08,31047.264,FF_a_coreAsc_mix,3672.0,3855,342190.8,351251.6,31955.128,0.971589411252
0.1,37914.56,FF_a_coreAsc_mix,3670.0,3858,342445.6,351394.4,38997.44,0.972232023435
0.2,72187.68,FF_a_coreAsc_mix,3666.0,3855,342608.4,351604.8,74175.96,0.973195089083
0.4,140507.96,FF_a_coreAsc_mix,3663.0,3859,342112.4,351442.0,144435.8,0.97280563406
1.0,345786.8,FF_a_coreAsc_mix,3656.0,3847,342130.8,351222.4,355069.4,0.97385694177
10.0,3432757.0,FF_a_coreAsc_mix,3665.0,3847,342909.2,351572.4,3519571.0,0.97533392564
