,best_heuristic,best_method,cnk_bh,cnk_ub,thp_bh,thp_ub,ub,optimality
0.0,1700.0,FF_mix,1700.0,1755,94590.0,97464.0,1755.0,0.968660968661
1e-05,1685.89144,FF_a,1685.0,1755,89144.0,99004.0,1755.99004,0.960080297494
2e-05,1681.7846,FF_a,1680.0,1755,89230.0,99004.0,1756.98008,0.957201859682
4e-05,1692.58992,FF_a,1689.0,1756,89748.0,99042.0,1759.96168,0.961719757444
8e-05,1689.06448,FF_a,1682.0,1755,88306.0,99004.0,1762.92032,0.95810596817
0.0001,1687.8616,FF_a,1679.0,1755,88616.0,99004.0,1764.9004,0.95634949145
0.0002,1699.8776,FF_a,1682.0,1755,89388.0,99004.0,1774.8008,0.957785008887
0.0004,1724.6256,FF_a,1689.0,1755,89064.0,98990.0,1794.596,0.961010500413
0.0008,1726.2608,FF_mix,1632.0,1733,117826.0,123078.0,1831.4624,0.942558689712
0.001,1749.97,FF_a,1651.0,1733,98970.0,123422.0,1856.422,0.94265743457
0.002,1852.84,FF_mix,1618.0,1733,117420.0,123414.0,1979.828,0.935859074627
0.004,2120.352,FF_mix,1639.0,1728,120338.0,124966.0,2227.864,0.951742117113
0.008,2641.328,coreopt_IS_da,1432.0,1560,151166.0,157864.0,2822.912,0.935674934252
0.01,2908.44,FF_mix,1405.0,1556,150344.0,158364.0,3139.64,0.926360984062
0.02,4463.44,FF_mix,1430.0,1556,151672.0,158322.0,4722.44,0.945155470477
0.04,7464.68,FF_mix,1419.0,1556,151142.0,158364.0,7890.56,0.946026644497
0.08,13609.96,FF_mix,1437.0,1556,152162.0,158364.0,14225.12,0.956755373593
0.1,16527.8,FF_mix,1417.0,1556,151108.0,158350.0,17391.0,0.95036513139
0.2,31638.6,FF_mix,1417.0,1556,151108.0,158364.0,33228.8,0.952143923344
0.4,61743.6,FF_mix,1406.0,1550,150844.0,158402.0,64910.8,0.95120688699
1.0,152635.0,FF_mix,1413.0,1548,151222.0,158368.0,159916.0,0.95446984667
10.0,1518501.0,FF_mix,1421.0,1549,151708.0,158406.0,1585609.0,0.957676829534
