,best_heuristic,best_method,cnk_bh,cnk_ub,thp_bh,thp_ub,ub,optimality
0.0,1267.0,FF_a,1267.0,1267,100131.0,100131.0,1267.0,1.0
1e-05,1268.00131,FF_mix,1267.0,1267,100131.0,100131.0,1268.00131,1.0
2e-05,1269.00262,FF_a,1267.0,1267,100131.0,100131.0,1269.00262,1.0
4e-05,1271.00524,FF_a,1267.0,1267,100131.0,100131.0,1271.00524,1.0
8e-05,1275.01048,FF_a,1267.0,1267,100131.0,100131.0,1275.01048,1.0
0.0001,1277.0131,FF_mix,1267.0,1267,100131.0,100131.0,1277.0131,1.0
0.0002,1287.0262,FF_mix,1267.0,1267,100131.0,100131.0,1287.0262,1.0
0.0004,1307.0524,FF_a,1267.0,1267,100131.0,100131.0,1307.0524,1.0
0.0008,1347.1048,FF_a,1267.0,1267,100131.0,100131.0,1347.1048,1.0
0.001,1367.131,coreopt_IS_aa,1267.0,1267,100131.0,100131.0,1367.131,1.0
0.002,1467.262,FF_bm2,1267.0,1267,100131.0,100131.0,1467.262,1.0
0.004,1667.524,FF_mix,1267.0,1267,100131.0,100131.0,1667.524,1.0
0.008,2068.048,FF_mix,1267.0,1267,100131.0,100131.0,2068.048,1.0
0.01,2268.31,FF_mix2,1267.0,1267,100131.0,100131.0,2268.31,1.0
0.02,3269.62,FF_bm2,1267.0,1267,100131.0,100131.0,3269.62,1.0
0.04,5272.24,FF_bm2,1267.0,1267,100131.0,100131.0,5272.24,1.0
0.08,9277.48,FF_mix2,1267.0,1267,100131.0,100131.0,9277.48,1.0
0.1,11280.1,FF_mix2,1267.0,1267,100131.0,100131.0,11280.1,1.0
0.2,21293.2,FF_mix2,1267.0,1267,100131.0,100131.0,21293.2,1.0
0.4,41319.4,FF_mix,1267.0,1267,100131.0,100131.0,41319.4,1.0
1.0,101398.0,FF_a,1267.0,1267,100131.0,100131.0,101398.0,1.0
10.0,1002577.0,FF_a,1267.0,1267,100131.0,100131.0,1002577.0,1.0
