,best_heuristic,best_method,cnk_bh,cnk_ub,thp_bh,thp_ub,ub,optimality
0.0,1673.0,FF_a,1673.0,1746,84210.4,94744.4,1746.0,0.958190148912
1e-05,1673.856296,FF_a,1673.0,1746,85629.6,96863.6,1746.968636,0.958149025407
2e-05,1673.68332,FF_a,1672.0,1747,84166.0,96558.0,1748.93116,0.956974956064
4e-05,1686.486288,FF_a,1683.0,1747,87157.2,96558.0,1750.86232,0.963231813681
8e-05,1679.849728,FF_a,1673.0,1746,85621.6,96862.0,1753.74896,0.957862137806
0.0001,1681.52716,FF_a,1673.0,1747,85271.6,96558.0,1756.6558,0.957232008684
0.0002,1691.67744,FF_mix,1673.0,1746,93387.2,96862.0,1765.3724,0.958255289366
0.0004,1708.86544,FF_a,1675.0,1747,84663.6,96558.0,1785.6232,0.957013461743
0.0008,1719.67168,coreopt_IS_aa,1643.0,1730,95839.6,113736.4,1820.98912,0.94436131502
0.001,1737.052,FF_a,1646.0,1731,91052.0,114135.6,1845.1356,0.941422408196
0.002,1831.7656,FF_a,1650.0,1730,90882.8,113736.4,1957.4728,0.93578087011
0.004,2030.496,FF_mix,1592.0,1726,109624.0,116002.4,2190.0096,0.927163059011
0.008,2548.2928,FF_mix,1429.0,1568,139911.6,146528.0,2740.224,0.929957842862
0.01,2825.164,FF_mix,1427.0,1569,139816.4,146575.6,3034.756,0.930936127979
0.02,4268.224,FF_bm2,1450.0,1568,140911.2,146528.0,4498.56,0.94879783753
0.04,7060.312,FF_mix,1441.0,1568,140482.8,146528.0,7429.12,0.950356435217
0.08,12645.968,FF_mix,1434.0,1568,140149.6,146528.0,13290.24,0.951522922084
0.1,15477.76,FF_mix,1439.0,1567,140387.6,146480.4,16215.04,0.954531101989
0.2,29453.4,FF_mix,1433.0,1569,140102.0,146575.6,30884.12,0.953674574506
0.4,57513.88,FF_mix,1435.0,1568,140197.2,146528.0,60179.2,0.955710278634
1.0,141583.6,FF_mix,1434.0,1567,140149.6,146480.4,148047.4,0.956339658785
10.0,1407700.0,FF_bm2,1444.0,1568,140625.6,146528.0,1466848.0,0.959676803595
