,best_heuristic,best_method,cnk_bh,cnk_ub,thp_bh,thp_ub,ub,optimality
0.0,1973.0,coreopt_IS_da,1973.0,2000,98650.0,100000.0,2000.0,0.9865
1e-05,1975.9875,coreopt_IS_da,1975.0,2000,98750.0,100000.0,2001.0,0.9875
2e-05,1976.975,coreopt_IS_da,1975.0,2000,98750.0,100000.0,2002.0,0.9875
4e-05,1974.942,coreopt_IS_aa,1971.0,2000,98550.0,100000.0,2004.0,0.9855
8e-05,1976.876,coreopt_IS_da,1969.0,2000,98450.0,100000.0,2008.0,0.9845
0.0001,1979.85,coreopt_IS_aa,1970.0,2000,98500.0,100000.0,2010.0,0.985
0.0002,1991.72,coreopt_IS_da,1972.0,2000,98600.0,100000.0,2020.0,0.986
0.0004,2013.48,coreopt_IS_da,1974.0,2000,98700.0,100000.0,2040.0,0.987
0.0008,2051.92,coreopt_IS_aa,1973.0,2000,98650.0,100000.0,2080.0,0.9865
0.001,2074.8,coreopt_IS_da,1976.0,2000,98800.0,100000.0,2100.0,0.988
0.002,2170.3,coreopt_IS_da,1973.0,2000,98650.0,100000.0,2200.0,0.9865
0.004,2372.4,coreopt_IS_da,1977.0,2000,98850.0,100000.0,2400.0,0.9885
0.008,2987.6,coreopt_IS_da,1120.0,1223,233450.0,239650.0,3140.2,0.951404369148
0.01,3452.5,coreopt_IS_da,1121.0,1220,233150.0,239850.0,3618.5,0.954124637281
0.02,5789.0,coreopt_IS_da,1127.0,1220,233100.0,239850.0,6017.0,0.962107362473
0.04,10422.0,coreopt_IS_da,1122.0,1223,232500.0,239300.0,10795.0,0.965446966188
0.08,19816.0,coreopt_IS_da,1124.0,1222,233650.0,239600.0,20390.0,0.971848945562
0.1,24441.0,coreopt_IS_da,1116.0,1223,233250.0,239650.0,25188.0,0.970343020486
0.2,47648.0,coreopt_IS_da,1118.0,1219,232650.0,239800.0,49179.0,0.968868826125
0.4,94423.0,coreopt_IS_da,1123.0,1222,233250.0,239950.0,97202.0,0.971410053291
1.0,234366.0,coreopt_IS_da,1116.0,1219,233250.0,239800.0,241019.0,0.972396367091
10.0,2339127.0,coreopt_IS_da,1127.0,1220,233800.0,239850.0,2399720.0,0.97474997083
