,best_heuristic,best_method,cnk_bh,cnk_ub,thp_bh,thp_ub,ub,optimality
0.0,1740.0,FF_a,1740.0,1820,94089.2,102311.4,1820.0,0.956043956044
1e-05,1733.931952,FF_a,1733.0,1820,93195.2,103875.0,1821.03875,0.952166422598
2e-05,1740.869784,FF_a,1739.0,1820,93489.2,103869.8,1822.077396,0.955431304851
4e-05,1740.707896,FF_a,1737.0,1820,92697.4,103872.4,1824.154896,0.954254433007
8e-05,1742.491232,FF_a,1735.0,1820,93640.4,103872.4,1828.309792,0.953061258888
0.0001,1747.3446,FF_a,1738.0,1820,93446.0,103875.0,1830.3875,0.95463097295
0.0002,1759.787,FF_a,1741.0,1820,93935.0,103872.4,1840.77448,0.956003583883
0.0004,1771.29848,FF_a,1734.0,1820,93246.2,103875.0,1861.55,0.95151807902
0.0008,1783.45264,FF_a,1706.0,1801,96815.8,123308.6,1899.64688,0.938833768937
0.001,1795.1172,FF_a,1700.0,1802,95117.2,123354.2,1925.3542,0.932356861922
0.002,1903.5148,FF_a,1707.0,1802,98257.4,123353.6,2048.7072,0.929129745822
0.004,2115.9472,FF_bm2,1641.0,1795,118736.8,126510.6,2301.0424,0.919560282766
0.008,2667.2656,FF_mix,1438.0,1606,153658.2,162192.6,2903.5408,0.91862514899
0.01,2982.096,FF_mix,1443.0,1606,153909.6,162190.0,3227.9,0.923850181232
0.02,4495.764,coreopt_IS_da,1430.0,1606,153288.2,162187.4,4849.748,0.927009815768
0.04,7575.96,FF_bm2,1435.0,1607,153524.0,162235.6,8096.424,0.935716805345
0.08,13750.08,FF_mix,1442.0,1607,153851.0,162233.0,14585.64,0.942713518228
0.1,16858.02,FF_mix,1447.0,1606,154110.2,162187.4,17824.74,0.945765267824
0.2,32171.72,coreopt_IS_da,1438.0,1607,153668.6,162235.6,34054.12,0.944723281647
0.4,63069.76,FF_mix,1446.0,1607,154059.4,162238.2,66502.28,0.948384927554
1.0,154782.8,FF_mix,1432.0,1606,153350.8,162190.0,163796.0,0.944973015214
10.0,1540565.0,FF_mix,1443.0,1606,153912.2,162192.6,1623532.0,0.948897219149
