beta,connection_ub,throughput_ub,obj_ub,connection_lb,throughput_lb,obj_lb,connection_he,throughput_he,obj_he
0.0,2000.0,100000.0,2000.0,0.0,0.0,0.0,1975.0,98750.0,1975.0
1.0000000000000001e-05,2000.0,100000.0,2001.0,0.0,0.0,0.0,1972.0,98600.0,1972.9860000000863
2.0000000000000002e-05,2000.0,100000.0,2002.0,0.0,0.0,0.0,1968.0,98400.0,1969.9679999999605
4.0000000000000003e-05,2000.0,100000.0,2004.0,0.0,0.0,0.0,1973.0,98650.0,1976.9459999999342
8.0000000000000007e-05,2000.0,100000.0,2008.0,0.0,0.0,0.0,1972.0,98600.0,1979.8879999999235
0.0001,2000.0,100000.0,2010.0,0.0,0.0,0.0,1976.0,98800.0,1985.8800000001002
0.00020000000000000001,2000.0,100000.0,2020.0,0.0,0.0,0.0,1975.0,98750.0,1994.7499999999836
0.00040000000000000002,2000.0,100000.0,2040.0,0.0,0.0,0.0,1971.0,98550.0,2010.4199999999698
0.00080000000000000004,2000.0,100000.0,2080.0,0.0,0.0,0.0,1970.0,98500.0,2048.7999999999506
0.001,2000.0,100000.0,2100.0,0.0,0.0,0.0,1971.0,98550.0,2069.5499999999411
0.002,2000.0,100000.0,2200.0,0.0,0.0,0.0,1970.0,98500.0,2166.9999999999204
0.0040000000000000001,2000.0,100000.0,2400.0,0.0,0.0,0.0,1972.0,98600.0,2366.4000000000065
0.0080000000000000002,1259.0,232700.0,3120.6000000000004,0.0,0.0,0.0,1137.0,225550.0,2941.4000000000615
0.01,1260.0,232750.0,3587.5,0.0,0.0,0.0,1138.0,225600.0,3394.0
0.02,1260.0,232750.0,5915.0,0.0,0.0,0.0,1141.0,225750.0,5656.0
0.040000000000000001,1258.0,233000.0,10578.0,0.0,0.0,0.0,1146.0,226350.0,10200.0
0.080000000000000002,1261.0,232450.0,19857.0,0.0,0.0,0.0,1146.0,225650.0,19198.0
0.10000000000000001,1261.0,232800.0,24541.0,0.0,0.0,0.0,1141.0,226450.0,23786.0
0.20000000000000001,1262.0,232500.0,47762.0,0.0,0.0,0.0,1138.0,225600.0,46258.0
0.40000000000000002,1262.0,232150.0,94122.0,0.0,0.0,0.0,1149.0,225450.0,91329.0
1.0,1262.0,232500.0,233762.0,0.0,0.0,0.0,1148.0,226100.0,227248.0
10.0,1259.0,233050.0,2331759.0,0.0,0.0,0.0,1139.0,226350.0,2264639.0
