0,4215,2.0484e+05,123.65,48109
1.1504e-07,4212.4,2.0472e+05,123.85,48225
2.3007e-07,4212.6,2.0471e+05,123.85,48145
4.6014e-07,4215.4,2.0493e+05,122.25,47573
9.2028e-07,4210.9,2.0462e+05,123.6,48128
1.1504e-06,4209.7,2.0458e+05,124.75,48593
2.3007e-06,4217.1,2.0502e+05,122.95,47881
4.6014e-06,4221.8,2.0534e+05,122.55,47695
9.2028e-06,4216.2,2.0498e+05,124.4,48352
1.1504e-05,4217.1,2.0488e+05,125.8,48862
2.3007e-05,4208.7,2.0396e+05,131.65,51269
4.6014e-05,4115.9,1.9673e+05,181.65,71623
9.2028e-05,3998,1.9036e+05,227.85,90879
0.00011504,4001.3,1.9055e+05,229.35,91455
0.00023007,3933.5,1.8524e+05,253.25,1.0132e+05
0.00046014,2890.4,1.3269e+05,480.3,1.9214e+05
0.00092028,2668.8,1.3648e+05,475.1,1.9004e+05
0.0011504,2647.8,1.3586e+05,478.7,1.9146e+05
0.0023007,2661.4,1.3685e+05,474.2,1.8957e+05
0.0046014,2622.4,1.3568e+05,480.05,1.9199e+05
0.011504,2612.2,1.3564e+05,480.4,1.9205e+05
0.11504,2617.2,1.3611e+05,478.3,1.913e+05
