,best_heuristic,best_method,cnk_bh,cnk_ub,thp_bh,thp_ub,ub,optimality
0.0,1258.0,FF_mix,1258.0,1264,99582.0,99972.0,1264.0,0.995253164557
1e-05,1256.992465,coreopt_IS_da,1256.0,1264,99246.5,99673.5,1264.996735,0.993672497503
2e-05,1257.98493,coreopt_IS_da,1256.0,1264,99246.5,99673.5,1265.99347,0.993674106392
4e-05,1259.96986,coreopt_IS_da,1256.0,1264,99246.5,99673.5,1267.98694,0.993677316582
8e-05,1266.94812,FF_mix,1259.0,1264,99351.5,99673.5,1271.97388,0.996048849682
0.0001,1266.9238,FF_mix,1257.0,1264,99238.0,99673.5,1273.96735,0.994471169139
0.0002,1277.8594,FF_mix,1258.0,1264,99297.0,99673.5,1283.9347,0.995268217301
0.0004,1296.6898,FF_mix,1257.0,1264,99224.5,99673.5,1303.8694,0.994493620297
0.0008,1336.394,FF_mix,1257.0,1264,99242.5,99673.5,1343.7388,0.994534056768
0.001,1355.2465,coreopt_IS_da,1256.0,1264,99246.5,99673.5,1363.6735,0.993820368292
0.002,1456.639,FF_mix,1258.0,1264,99319.5,99673.5,1463.347,0.995415988142
0.004,1656.796,FF_mix,1258.0,1263,99699.0,99989.5,1662.958,0.996294554643
0.008,2055.592,FF_mix,1258.0,1263,99699.0,99989.5,2062.916,0.996449685785
0.01,2256.625,FF_mix,1259.0,1263,99762.5,99989.5,2262.895,0.997229213021
0.02,3250.25,FF_mix,1257.0,1263,99662.5,99989.5,3262.79,0.996156663469
0.04,5240.68,FF_mix,1256.0,1263,99617.0,99989.5,5262.58,0.995838543072
0.08,9236.48,FF_mix,1257.0,1262,99743.5,100011.5,9262.92,0.997145608512
0.1,11212.45,FF_mix,1254.0,1262,99584.5,100011.5,11263.15,0.995498594976
0.2,21194.7,FF_mix,1256.0,1262,99693.5,100011.5,21264.3,0.99672690848
0.4,41135.2,FF_mix,1256.0,1262,99698.0,100011.5,41266.6,0.996815826843
1.0,101009.5,FF_mix,1257.0,1262,99752.5,100011.5,101273.5,0.997393197628
10.0,998146.0,FF_mix,1256.0,1262,99689.0,100011.5,1001377.0,0.996773442969
