,best_heuristic,best_method,cnk_bh,cnk_ub,thp_bh,thp_ub,ub,optimality
0.0,1665.0,coreopt_IS_da,1665.0,1701,144926.0,147390.0,1701.0,0.978835978836
1e-05,1660.44911,coreopt_IS_aa,1659.0,1701,144911.0,159578.0,1702.59578,0.975245639338
2e-05,1661.89822,coreopt_IS_aa,1659.0,1701,144911.0,159578.0,1704.19156,0.97518275469
4e-05,1664.80172,coreopt_IS_aa,1659.0,1701,145043.0,159578.0,1707.38312,0.975060430491
8e-05,1674.76496,coreopt_IS_aa,1663.0,1701,147062.0,159578.0,1713.76624,0.977242357161
0.0001,1678.8165,coreopt_IS_aa,1664.0,1701,148165.0,159578.0,1716.9578,0.977785534391
0.0002,1687.9822,coreopt_IS_aa,1659.0,1701,144911.0,159578.0,1732.9156,0.974070635639
0.0004,1723.266,coreopt_IS_aa,1664.0,1701,148165.0,159578.0,1764.8312,0.976448059168
0.0008,1774.9288,coreopt_IS_aa,1659.0,1701,144911.0,159578.0,1828.6624,0.970615899359
0.001,1803.911,coreopt_IS_aa,1659.0,1701,144911.0,159578.0,1860.578,0.969543335458
0.002,1924.94,coreopt_IS_aa,1625.0,1608,149970.0,160073.0,1928.146,0.998337262842
0.004,2240.132,coreopt_IS_da,1603.0,1608,159283.0,160073.0,2248.292,0.996370578199
0.008,2885.072,coreopt_IS_da,1589.0,1595,162009.0,162767.0,2897.136,0.99583588758
0.01,3285.58,coreopt_IS_da,1599.0,1644,168658.0,172082.0,3364.82,0.976450449058
0.02,4972.14,coreopt_IS_da,1600.0,1644,168607.0,172082.0,5085.64,0.97768225828
0.04,8349.6,coreopt_IS_da,1600.0,1644,168740.0,172082.0,8527.28,0.979163343997
0.08,15090.2,coreopt_IS_da,1597.0,1640,168665.0,172115.0,15409.2,0.979298081666
0.1,18000.9,coreopt_IS_da,1559.0,1553,164419.0,164288.0,17981.8,1.0010621851
0.2,34457.8,coreopt_IS_da,1558.0,1551,164499.0,164343.0,34419.6,1.00110983277
0.4,67263.8,coreopt_IS_da,1555.0,1551,164272.0,164267.0,67257.8,1.00008920898
1.0,165827.0,coreopt_IS_da,1555.0,1551,164272.0,164267.0,165818.0,1.00005427638
10.0,1644275.0,coreopt_IS_da,1555.0,1551,164272.0,164267.0,1644221.0,1.0000328423
