,best_heuristic,best_method,cnk_bh,cnk_ub,thp_bh,thp_ub,ub,optimality
0.0,3348.0,FF_d_coreAsc,3348.0,3733,330260.5,354871.0,3733.0,0.896865791589
1e-05,3352.214895,FF_a_coreAsc_mix,3349.0,3729,321489.5,355799.0,3732.55799,0.898101222802
2e-05,3345.41851,FF_a_coreAsc_mix,3339.0,3731,320925.5,356139.5,3738.12279,0.894946126154
4e-05,3354.83564,FF_a_coreAsc_mix,3342.0,3724,320891.0,355493.0,3738.21972,0.897442069029
8e-05,3377.77076,FF_a_coreAsc_mix,3352.0,3725,322134.5,355538.0,3753.44304,0.899912619961
0.0001,3368.0804,FF_a_coreAsc_mix,3336.0,3728,320804.0,355743.5,3763.57435,0.89491533494
0.0002,3414.2845,FF_a_coreAsc_mix,3350.0,3725,321422.5,355042.0,3796.0084,0.899440712513
0.0004,3469.4472,FF_a_coreAsc_mix,3341.0,3730,321118.0,355495.0,3872.198,0.895989099731
0.0008,3599.3236,FF_a_coreAsc_mix,3342.0,3729,321654.5,355667.0,4013.5336,0.896796678119
0.001,3655.575,FF_a_coreAsc_mix,3334.0,3727,321575.0,356175.5,4083.1755,0.895277462357
0.002,3966.355,FF_d_coreAsc,3302.0,3720,332177.5,359063.5,4438.127,0.893700202811
0.004,4626.44,FF_d_coreAsc,3293.0,3716,333360.0,360504.0,5158.016,0.896941769859
0.008,5968.012,FF_d_coreAsc,3285.0,3698,335376.5,361796.0,6592.368,0.905291088119
0.01,6627.815,FF_d_coreAsc,3263.0,3682,336481.5,363556.5,7317.565,0.905740502476
0.02,10066.59,FF_d_coreAsc,3040.0,3432,351329.5,377807.5,10988.15,0.916131468901
0.04,17805.68,FF_d_coreAsc,2067.0,2261,393467.0,408312.5,18593.5,0.957629279049
0.08,33748.96,FF_d_coreAsc,1884.0,2036,398312.0,410469.5,34873.56,0.967752073491
0.1,41796.1,FF_d_coreAsc,1877.0,2018,399191.0,410778.5,43095.85,0.96984048348
0.2,81651.2,FF_d_coreAsc,1854.0,2007,398986.0,411566.5,84320.3,0.968345700857
0.4,161374.8,FF_d_coreAsc,1845.0,1988,398824.5,410863.5,166333.4,0.970188789503
1.0,402443.5,FF_d_coreAsc,1847.0,1987,400596.5,412560.5,414547.5,0.970801898456
10.0,3994093.0,FF_d_coreAsc,1848.0,1972,399224.5,409687.0,4098842.0,0.974444245472
