0,1567.2,1.1754e+05,35.65,15151
9.0326e-08,1562.6,1.172e+05,39.7,16873
1.8065e-07,1559.8,1.1699e+05,39.85,16936
3.613e-07,1565.6,1.1742e+05,39.8,16915
7.226e-07,1561.2,1.1709e+05,39.85,16936
9.0326e-07,1557,1.1678e+05,39.9,16958
1.8065e-06,1559.7,1.1697e+05,39.85,16936
3.613e-06,1556,1.167e+05,39.85,16936
7.226e-06,1461.7,1.0962e+05,97.2,41310
9.0326e-06,1465.8,1.0993e+05,97.6,41480
1.8065e-05,1460,1.095e+05,97.85,41586
3.613e-05,1436.5,1.0773e+05,107.35,45624
7.226e-05,1262.7,94699,173.95,73929
9.0326e-05,1243.8,93285,186.3,79178
0.00018065,1222.1,91658,195.1,82918
0.0003613,1216.2,91211,196.65,83576
0.0007226,1214.1,91058,196.95,83704
0.00090326,1222,91654,197.3,83853
0.0018065,1219.5,91459,197.3,83853
0.003613,1218.5,91388,197.3,83853
0.0090326,1220.8,91556,197.3,83853
0.090326,1215.8,91181,197.3,83853
