0,4135.3,2.0682e+05,87.75,34878
1.1477e-07,4123.9,2.0706e+05,89.75,35724
2.2953e-07,4127.4,2.0723e+05,89.9,35775
4.5907e-07,4126.4,2.0719e+05,90.15,35856
9.1813e-07,4125.6,2.0716e+05,90.7,36095
1.1477e-06,4124.2,2.0708e+05,89.55,35632
2.2953e-06,4122.8,2.0703e+05,90.25,35916
4.5907e-06,4121.1,2.0692e+05,90.6,36057
9.1813e-06,4119.2,2.0683e+05,90.9,36180
1.1477e-05,4121.1,2.0694e+05,90.95,36182
2.2953e-05,4110.1,2.0638e+05,93.35,37149
4.5907e-05,3995.6,2.0048e+05,137.85,54695
9.1813e-05,3754.8,1.8789e+05,220.75,88634
0.00011477,3743.3,1.8732e+05,223.9,89900
0.00022953,3200.8,1.5913e+05,357.35,1.4379e+05
0.00045907,2539.2,1.2849e+05,500.5,2.0032e+05
0.00091813,2487.7,1.2695e+05,507.65,2.0315e+05
0.0011477,2479.4,1.2665e+05,508.5,2.0348e+05
0.0022953,2471.6,1.2637e+05,509.6,2.0392e+05
0.0045907,2445.2,1.2685e+05,509.45,2.0385e+05
0.011477,2444.8,1.2686e+05,509.35,2.0381e+05
0.11477,2440.2,1.2666e+05,510.1,2.0411e+05
