,best_heuristic,best_method,cnk_bh,cnk_ub,thp_bh,thp_ub,ub,optimality
0.0,4532.0,FF_d,4532.0,4714,265808.0,268358.0,4714.0,0.961391599491
1e-05,4539.657055,FF_d,4537.0,4713,265705.5,268135.5,4715.681355,0.962672562722
2e-05,4558.29869,FF_d,4553.0,4717,264934.5,267321.0,4722.34642,0.965261394356
4e-05,4553.66754,FF_d,4543.0,4720,266688.5,269186.0,4730.76744,0.96256423461
8e-05,4566.16204,FF_d,4545.0,4713,264525.5,266793.5,4734.34348,0.964476291019
0.0001,4559.4599,FF_d,4533.0,4710,264599.0,267080.0,4736.708,0.962579897262
0.0002,4579.1968,FF_d,4526.0,4713,265984.0,268600.0,4766.72,0.9606599087
0.0004,4625.872,FF_d,4519.0,4722,267180.0,270078.0,4830.0312,0.957731287533
0.0008,4758.5172,FF_d,4547.0,4712,264396.5,266682.5,4925.346,0.966128511581
0.001,4807.226,FF_d,4542.0,4714,265226.0,267606.5,4981.6065,0.964995127576
0.002,5052.876,FF_d,4519.0,4727,266938.0,269908.0,5266.816,0.95937963278
0.004,5562.208,FF_d,4409.0,4671,288302.0,292091.0,5839.364,0.952536611864
0.008,6792.584,FF_d,4386.0,4611,300823.0,303980.5,7042.844,0.96446605945
0.01,7362.665,FF_d,4364.0,4611,299866.5,303619.5,7647.195,0.962792893342
0.02,10407.17,FF_d,4241.0,4489,308308.5,312127.5,10731.55,0.969773238721
0.04,17025.8,FF_d,3439.0,3656,339670.0,344552.5,17438.1,0.9763563691
0.08,30754.44,FF_d,3300.0,3497,343180.5,348211.5,31353.92,0.980880221676
0.1,37390.1,FF_d,3271.0,3468,341191.0,346540.0,38122.0,0.980801112219
0.2,71969.3,FF_d,3186.0,3398,343916.5,349979.5,73393.9,0.980589667534
0.4,141010.6,FF_d,3128.0,3335,344706.5,351243.5,143832.4,0.980381332718
1.0,348382.0,FF_d,3109.0,3304,345273.0,352248.0,355552.0,0.979834173342
10.0,3432396.0,FF_d,3156.0,3367,342924.0,349432.5,3497692.0,0.981331689583
