0,0.9939,0.39595,0.22865
1.1823e-07,0.99244,0.39582,0.22894
2.3645e-07,0.99261,0.39575,0.22926
4.7291e-07,0.99211,0.39583,0.23002
9.4581e-07,0.99262,0.39558,0.23131
1.1823e-06,0.99145,0.39529,0.23186
2.3645e-06,0.99183,0.39481,0.23514
4.7291e-06,0.99152,0.39366,0.24144
9.4581e-06,0.99121,0.39151,0.25364
1.1823e-05,0.99075,0.39057,0.25959
2.3645e-05,0.98833,0.38568,0.28703
4.7291e-05,0.98574,0.3774,0.33372
9.4581e-05,0.97199,0.36213,0.40064
0.00011823,0.97167,0.35501,0.42454
0.00023645,0.9697,0.33116,0.50083
0.00047291,0.96721,0.30753,0.56395
0.00094581,0.97015,0.28493,0.59683
0.0011823,0.97017,0.27959,0.60402
0.0023645,0.97157,0.26823,0.61976
0.0047291,0.97198,0.26206,0.62812
0.011823,0.97201,0.25826,0.63348
0.11823,0.97257,0.25583,0.63656
