,best_heuristic,best_method,cnk_bh,cnk_ub,thp_bh,thp_ub,ub,optimality
0.0,4593.0,FF_d_coreAsc,4593.0,4793,271058.0,273955.0,4793.0,0.958272480701
1e-05,4608.71579,FF_d_coreAsc,4606.0,4792,271579.0,274104.0,4794.74104,0.961202232102
2e-05,4568.43616,FF_d_coreAsc,4563.0,4789,271808.0,274990.0,4794.4998,0.952849379616
4e-05,4574.91396,FF_d_coreAsc,4564.0,4794,272849.0,276258.0,4805.05032,0.95210531739
8e-05,4623.65112,FF_d_coreAsc,4602.0,4787,270639.0,273248.0,4808.85984,0.961485939253
0.0001,4639.1055,FF_d_coreAsc,4612.0,4787,271055.0,273627.0,4814.3627,0.963597009423
0.0002,4642.4312,FF_d_coreAsc,4588.0,4791,272156.0,275111.0,4846.0222,0.957988017471
0.0004,4712.658,FF_d_coreAsc,4604.0,4786,271645.0,274220.0,4895.688,0.96261403913
0.0008,4797.6064,FF_d_coreAsc,4580.0,4788,272008.0,275013.0,5008.0104,0.957986508974
0.001,4862.343,FF_d_coreAsc,4591.0,4786,271343.0,274045.0,5060.045,0.960928805969
0.002,5119.652,FF_d_coreAsc,4571.0,4786,274326.0,277629.0,5341.258,0.958510523176
0.004,5645.176,FF_d_coreAsc,4479.0,4726,291544.0,295176.0,5906.704,0.955723530416
0.008,6803.048,FF_d_coreAsc,4358.0,4637,305631.0,309899.0,7116.192,0.955995566168
0.01,7406.88,FF_d_coreAsc,4337.0,4641,306988.0,311805.0,7759.05,0.954611711485
0.02,10526.02,FF_d_coreAsc,4207.0,4504,315951.0,321007.0,10924.14,0.963555941246
0.04,17300.48,FF_d_coreAsc,3308.0,3569,349812.0,356533.0,17830.32,0.970284324678
0.08,31271.92,FF_d_coreAsc,3130.0,3380,351774.0,359454.0,32136.32,0.973102085117
0.1,38224.7,FF_d_coreAsc,3075.0,3340,351497.0,359646.0,39304.6,0.97252484442
0.2,73465.4,FF_d_coreAsc,3018.0,3288,352237.0,361112.0,75510.4,0.972917637835
0.4,143900.8,FF_d_coreAsc,2980.0,3248,352302.0,361414.0,147813.6,0.973528822788
1.0,354546.0,FF_d_coreAsc,2953.0,3228,351593.0,361137.0,364365.0,0.973051747561
10.0,3519312.0,FF_d_coreAsc,2942.0,3217,351637.0,361199.0,3615207.0,0.97347454793
