,0.0,1e-05,2e-05,4e-05,8e-05,0.0001,0.0002,0.0004,0.0008,0.001,0.002,0.004,0.008,0.01,0.02,0.04,0.08,0.1,0.2,0.4,1.0,10.0
FF_a,1579.0,1579.74475,1580.4895,1581.979,1584.958,1586.4475,1593.895,1608.79,1638.58,1653.475,1727.95,1906.7,2233.2,2399.75,3205.5,4890.0,8259.0,9943.5,18366.0,35211.0,85746.0,843771.0
FF_bm1,1579.0,1579.74475,1580.4895,1581.979,1584.958,1586.4475,1593.895,1608.79,1638.58,1653.475,1727.95,1906.7,2233.2,2399.75,3205.5,4890.0,8259.0,9943.5,18366.0,35211.0,85746.0,843771.0
FF_bm2,1566.0,1566.9235,1567.847,1569.694,1573.388,1575.235,1584.47,1602.94,1639.88,1658.35,1750.7,1948.0,2349.6,2549.0,3627.5,5728.0,9929.0,12029.5,22532.0,43537.0,106552.0,1051777.0
FF_d,1566.0,1566.9235,1567.847,1569.694,1573.388,1575.235,1584.47,1602.94,1639.88,1658.35,1750.7,1948.0,2349.6,2549.0,3627.5,5728.0,9929.0,12029.5,22532.0,43537.0,106552.0,1051777.0
FF_mix,1579.0,1579.74475,1580.4895,1581.979,1584.958,1586.4475,1593.895,1608.79,1638.58,1653.475,1727.95,1906.7,2233.2,2399.75,3205.5,4890.0,8259.0,9943.5,18366.0,35211.0,85746.0,843771.0
FF_mix2,1579.0,1579.74475,1580.4895,1581.979,1584.958,1586.4475,1593.895,1608.79,1638.58,1653.475,1727.95,1906.7,2233.2,2399.75,3205.5,4890.0,8259.0,9943.5,18366.0,35211.0,85746.0,843771.0
coreopt_FF_a,1579.0,1579.74475,1580.4895,1581.979,1584.958,1586.4475,1593.895,1608.79,1638.58,1653.475,1727.95,1906.7,2233.2,2399.75,3205.5,4890.0,8259.0,9943.5,18366.0,35211.0,85746.0,843771.0
coreopt_FF_d,1566.0,1566.9235,1567.847,1569.694,1573.388,1575.235,1584.47,1602.94,1639.88,1658.35,1750.7,1948.0,2349.6,2549.0,3627.5,5728.0,9929.0,12029.5,22532.0,43537.0,106552.0,1051777.0
coreopt_IS_aa,1630.0,1630.7855,1631.571,1633.142,1636.284,1637.855,1645.71,1661.42,1692.84,1708.55,1787.1,1966.0,2309.2,2481.25,3454.0,5310.0,9022.0,10878.0,20158.0,38718.0,94398.0,929598.0
coreopt_IS_ad,1630.0,1630.7855,1631.571,1633.142,1636.284,1637.855,1645.71,1661.42,1692.84,1708.55,1787.1,1966.0,2309.2,2481.25,3454.0,5310.0,9022.0,10878.0,20158.0,38718.0,94398.0,929598.0
coreopt_IS_da,1609.0,1609.93425,1610.8685,1612.737,1616.474,1618.3425,1627.685,1646.37,1683.74,1702.425,1795.85,1999.7,2407.2,2609.0,3699.5,5824.0,10073.0,12197.5,22820.0,44065.0,107800.0,1063825.0
coreopt_IS_dd,1609.0,1609.93425,1610.8685,1612.737,1616.474,1618.3425,1627.685,1646.37,1683.74,1702.425,1795.85,1999.7,2407.2,2609.0,3699.5,5824.0,10073.0,12197.5,22820.0,44065.0,107800.0,1063825.0
