,best_heuristic,best_method,cnk_bh,cnk_ub,thp_bh,thp_ub,ub,optimality
0.0,4189.0,FF_d_coreAsc,4189.0,4400,295492.0,297901.5,4400.0,0.952045454545
1e-05,4208.96179,FF_d_coreAsc,4206.0,4398,296179.0,298081.0,4400.98081,0.956369039473
2e-05,4176.94169,FF_d_coreAsc,4171.0,4397,297084.5,299507.5,4402.99015,0.948660239451
4e-05,4198.85374,FF_d_coreAsc,4187.0,4397,296343.5,298613.0,4408.94452,0.952348962649
8e-05,4217.7252,FF_d_coreAsc,4194.0,4395,296565.0,298839.0,4418.90712,0.954472471465
0.0001,4219.6263,FF_d_coreAsc,4190.0,4395,296263.0,298474.5,4424.84745,0.953620740078
0.0002,4244.1982,FF_d_coreAsc,4185.0,4395,295991.0,298161.5,4454.6323,0.952760612812
0.0004,4305.8232,FF_d_coreAsc,4187.0,4395,297058.0,299298.0,4514.7192,0.95373001271
0.0008,4418.7688,FF_d_coreAsc,4181.0,4397,297211.0,299659.0,4636.7272,0.952993050788
0.001,4493.654,FF_d_coreAsc,4196.0,4392,297654.0,299630.0,4691.63,0.957802298988
0.002,4768.202,FF_d_coreAsc,4162.0,4383,303101.0,305433.0,4993.866,0.954811763071
0.004,5352.16,FF_d_coreAsc,4099.0,4344,313290.0,315982.0,5607.928,0.954391711163
0.008,6602.816,FF_d_coreAsc,4026.0,4300,322102.0,325225.5,6901.804,0.95667973185
0.01,7231.715,FF_d_coreAsc,4004.0,4287,322771.5,325884.5,7545.845,0.958370467456
0.02,10509.81,FF_d_coreAsc,3813.0,4105,334840.5,338621.0,10877.42,0.966204302123
0.04,17559.38,FF_d_coreAsc,2987.0,3232,364309.5,371083.0,18075.32,0.971456107001
0.08,32149.88,FF_d_coreAsc,2804.0,3034,366823.5,374962.0,33030.96,0.973325631468
0.1,39433.75,FF_d_coreAsc,2790.0,3011,366437.5,374601.5,40471.15,0.974366925575
0.2,75871.7,FF_d_coreAsc,2728.0,2953,365718.5,374328.5,77818.7,0.97498030679
0.4,149179.8,FF_d_coreAsc,2694.0,2926,366214.5,375657.5,153189.0,0.973828408045
1.0,368055.5,FF_d_coreAsc,2671.0,2906,365384.5,375277.5,378183.5,0.973219349866
10.0,3659538.0,FF_d_coreAsc,2658.0,2899,365688.0,375800.0,3760899.0,0.973048731168
