,best_heuristic,best_method,cnk_bh,cnk_ub,thp_bh,thp_ub,ub,optimality
0.0,3768.0,FF_d,3768.0,3992,290056.0,304168.0,3992.0,0.943887775551
1e-05,3757.87969,FF_d,3755.0,3984,287969.0,302396.0,3987.02396,0.942527491106
2e-05,3771.78428,FF_d,3766.0,3987,289214.0,303137.0,3993.06274,0.94458427668
4e-05,3776.54712,FF_d,3765.0,3987,288678.0,302664.0,3999.10656,0.944347709504
8e-05,3817.22848,FF_d,3794.0,3980,290356.0,302074.0,4004.16592,0.953314262262
0.0001,3798.9542,FF_d,3770.0,3987,289542.0,303213.0,4017.3213,0.945643605852
0.0002,3821.9456,FF_a,3766.0,3990,279728.0,303148.0,4050.6296,0.943543591347
0.0004,3884.6368,FF_d,3769.0,3994,289092.0,303267.0,4115.3068,0.943948285946
0.0008,4016.144,FF_d,3784.0,3983,290180.0,302717.0,4225.1736,0.950527571222
0.001,4044.831,FF_d,3756.0,3984,288831.0,303195.0,4287.195,0.94346793183
0.002,4341.656,FF_d,3764.0,3984,288828.0,302688.0,4589.376,0.946023163062
0.004,4841.44,FF_d,3612.0,3935,307360.0,327709.0,5245.836,0.922911047925
0.008,6010.448,FF_bm3,3759.0,3931,281431.0,326519.0,6543.152,0.91858602704
0.01,6613.14,FF_d,3569.0,3918,304414.0,326401.0,7182.01,0.92079236871
0.02,9711.56,FF_d,3536.0,3884,308778.0,330702.0,10498.04,0.92508315838
0.04,16628.72,FF_d,2926.0,3221,342568.0,361153.0,17667.12,0.94122414972
0.08,30627.72,FF_d,2881.0,3111,346834.0,361324.0,32016.92,0.956610442229
0.1,37347.3,FF_d,2841.0,3101,345063.0,361481.0,39249.1,0.951545385754
0.2,72341.6,FF_d,2907.0,3125,347173.0,360907.0,75306.4,0.960630172203
0.4,141964.0,FF_d,2852.0,3100,347780.0,363461.0,148484.4,0.956086969406
1.0,348938.0,FF_d,2856.0,3096,346082.0,361259.0,364355.0,0.957686871321
10.0,3479628.0,FF_d,2878.0,3095,347675.0,361384.0,3616935.0,0.96203774743
