,0.0,1e-05,2e-05,4e-05,8e-05,0.0001,0.0002,0.0004,0.0008,0.001,0.002,0.004,0.008,0.01,0.02,0.04,0.08,0.1,0.2,0.4,1.0,10.0
FF_a,13412.0,13412.9175,13445.922,13445.584,13508.78,13499.59,13586.46,13773.64,14113.84,14295.75,15211.7,16923.4,20539.4,22320.5,31289.0,49108.0,84921.0,102473.0,194940.0,377419.0,930160.0,9170174.0
FF_bm1,13422.0,13430.8775,13439.755,13457.51,13493.02,13510.775,13599.55,13777.1,14132.2,14309.75,15197.5,16973.0,20524.0,22299.5,31177.0,48932.0,84442.0,102197.0,190972.0,368522.0,901172.0,8890922.0
FF_bm2,10631.0,10641.198,10651.396,10671.792,10712.584,10732.98,10834.96,11038.92,11446.84,11650.8,12670.6,14710.2,18789.4,20829.0,31027.0,51423.0,92215.0,112611.0,214591.0,418551.0,1030431.0,10208631.0
FF_bm3,12846.0,12811.39,12871.88,12935.668,12895.276,12942.235,12971.52,13250.72,13616.88,13803.65,14695.3,16705.2,20470.8,22368.5,31783.0,50710.0,91407.0,110861.0,212291.0,410970.0,1011793.0,10072789.0
FF_d,13086.0,13039.504,13060.068,13122.04,13175.392,13166.35,13237.15,13399.64,13791.6,14024.15,14936.2,16843.2,20622.0,22539.5,31955.0,51076.0,92352.0,111503.0,212995.0,413595.0,1019545.0,10100845.0
FF_mix,12959.0,12904.4365,12910.919,12964.726,13006.72,12983.44,12973.54,13294.58,13687.6,13911.8,14786.6,16800.0,20539.4,22482.5,31889.0,50713.0,91957.0,111119.0,212269.0,411369.0,1015567.0,10090324.0
FF_mix2,12831.0,12807.388,12866.875,12883.564,12876.2,12841.735,12943.24,13257.86,13607.52,13889.75,14717.3,16659.6,20417.6,22370.0,31717.0,50665.0,91797.0,110927.0,212170.0,410550.0,1012201.0,10064773.0
coreopt_FF_a,12949.0,12965.312,12989.662,12985.16,13035.516,13036.25,13111.17,13223.48,13521.92,13670.65,14396.9,15801.6,18771.2,20342.0,27527.0,41878.0,69191.0,84092.0,154673.0,304521.0,754420.0,7361221.0
coreopt_FF_d,12038.0,12035.002,11978.988,12026.854,12006.736,12078.94,12123.12,12232.76,12627.84,12884.9,13747.1,15718.8,19157.6,21156.5,29987.0,47614.0,86747.0,105012.0,199978.0,389424.0,956996.0,9524222.0
coreopt_IS_aa,13168.0,13192.94,13165.649,13205.542,13224.924,13265.65,13336.03,13510.12,13804.72,13977.95,14783.3,16368.2,19472.6,21027.0,28921.0,45390.0,81272.0,97439.0,184458.0,350784.0,864420.0,8563268.0
coreopt_IS_ad,13168.0,13192.94,13165.649,13205.542,13224.924,13265.65,13336.03,13510.12,13804.72,13977.95,14783.3,16368.2,19472.6,21027.0,28921.0,45390.0,81272.0,97439.0,184458.0,350784.0,864420.0,8563268.0
coreopt_IS_da,12925.0,12916.4425,12927.929,12962.722,13009.704,12992.485,13085.58,13258.32,13658.48,13853.0,14785.9,16689.6,20449.8,22333.5,31722.0,50675.0,91836.0,111265.0,212020.0,411866.0,1011256.0,10044393.0
coreopt_IS_dd,12925.0,12916.4425,12927.929,12962.722,13009.704,12992.485,13085.58,13258.32,13658.48,13853.0,14785.9,16689.6,20449.8,22333.5,31722.0,50675.0,91836.0,111265.0,212020.0,411866.0,1011256.0,10044393.0
