,best_heuristic,best_method,cnk_bh,cnk_ub,thp_bh,thp_ub,ub,optimality
0.0,1792.0,FF_a_coreAsc,1792.0,1792,153300.0,153300.0,1792.0,1.0
1e-05,1794.5335,FF_a_coreAsc_mix,1793.0,1793,153350.0,153350.0,1794.5335,1.0
2e-05,1796.067,FF_a_coreAsc,1793.0,1793,153350.0,153350.0,1796.067,1.0
4e-05,1795.126,FF_a_coreAsc,1789.0,1789,153150.0,153150.0,1795.126,1.0
8e-05,1806.3,FF_a_coreAsc,1794.0,1794,153750.0,153750.0,1806.3,1.0
0.0001,1808.37,FF_a_coreAsc_mix,1793.0,1793,153700.0,153700.0,1808.37,1.0
0.0002,1824.75,FF_a_coreAsc_mix,1794.0,1794,153750.0,153750.0,1824.75,1.0
0.0004,1855.5,FF_a_coreAsc,1794.0,1794,153750.0,153750.0,1855.5,1.0
0.0008,1917.0,FF_d_coreAsc,1794.0,1794,153750.0,153750.0,1917.0,1.0
0.001,1947.75,FF_a_coreAsc,1794.0,1794,153750.0,153750.0,1947.75,1.0
0.002,2101.5,FF_a_coreAsc,1794.0,1794,153750.0,153750.0,2101.5,1.0
0.004,2409.0,FF_a_coreAsc,1794.0,1794,153750.0,153750.0,2409.0,1.0
0.008,3024.0,FF_a_coreAsc_mix,1794.0,1794,153750.0,153750.0,3024.0,1.0
0.01,3330.0,FF_a_coreAsc,1793.0,1793,153700.0,153700.0,3330.0,1.0
0.02,4869.0,FF_a_coreAsc,1794.0,1794,153750.0,153750.0,4869.0,1.0
0.04,7944.0,FF_a_coreAsc,1794.0,1794,153750.0,153750.0,7944.0,1.0
0.08,14094.0,FF_a_coreAsc,1794.0,1794,153750.0,153750.0,14094.0,1.0
0.1,17169.0,FF_a_coreAsc,1794.0,1794,153750.0,153750.0,17169.0,1.0
0.2,32544.0,FF_a_coreAsc,1794.0,1794,153750.0,153750.0,32544.0,1.0
0.4,63294.0,FF_a_coreAsc,1794.0,1794,153750.0,153750.0,63294.0,1.0
1.0,155544.0,FF_a_coreAsc,1794.0,1794,153750.0,153750.0,155544.0,1.0
10.0,1538793.0,FF_a_coreAsc,1793.0,1793,153700.0,153700.0,1538793.0,1.0
