,best_heuristic,best_method,cnk_bh,cnk_ub,thp_bh,thp_ub,ub,optimality
0.0,1747.0,FF_a,1747.0,1823,89387.5,100839.0,1823.0,0.958310477235
1e-05,1743.915695,FF_a,1743.0,1823,91569.5,103952.0,1824.03952,0.956073416107
2e-05,1748.82845,FF_a,1747.0,1823,91422.5,103952.0,1825.07904,0.95822066424
4e-05,1749.70148,FF_a,1746.0,1822,92537.0,103941.0,1826.15764,0.958132771057
8e-05,1754.31248,FF_a,1747.0,1823,91406.0,103941.5,1831.31532,0.957952167407
0.0001,1758.07515,FF_a,1749.0,1823,90751.5,103938.0,1833.3938,0.958918454944
0.0002,1763.415,FF_a,1745.0,1823,92075.0,103969.5,1843.7939,0.956405702394
0.0004,1783.8724,FF_a,1747.0,1822,92181.0,103941.0,1863.5764,0.957230623869
0.0008,1801.4148,FF_a,1724.0,1810,96768.5,120192.5,1906.154,0.945052078688
0.001,1823.4835,FF_a,1727.0,1810,96483.5,120484.5,1930.4845,0.944572981549
0.002,1919.501,FF_a,1728.0,1810,95750.5,120460.0,2050.92,0.93592192772
0.004,2125.834,FF_mix,1665.0,1803,115208.5,122540.0,2293.16,0.927032566415
0.008,2643.204,FF_mix,1459.0,1631,148025.5,157383.0,2890.064,0.914583206462
0.01,2937.655,FF_mix,1458.0,1630,147965.5,157354.5,3203.545,0.917001321973
0.02,4404.68,coreopt_IS_da,1450.0,1630,147734.0,157393.0,4777.86,0.921893902291
0.04,7376.7,coreopt_IS_da,1453.0,1630,148092.5,157368.5,7924.74,0.930844418871
0.08,13315.68,FF_mix,1458.0,1630,148221.0,157379.0,14220.32,0.936383991359
0.1,16221.3,FF_mix,1451.0,1631,147703.0,157397.0,17370.7,0.933831106403
0.2,31009.9,FF_bm2,1446.0,1629,147819.5,157385.5,33106.1,0.936682363673
0.4,61198.6,FF_mix,1479.0,1630,149299.0,157375.5,64580.2,0.947637201495
1.0,149388.5,FF_mix,1451.0,1629,147937.5,157371.5,159000.5,0.939547359914
10.0,1492666.0,FF_mix,1476.0,1630,149119.0,157403.5,1575665.0,0.947324463005
