,best_heuristic,best_method,cnk_bh,cnk_ub,thp_bh,thp_ub,ub,optimality
0.0,5064.0,FF_a_coreAsc_mix,5064.0,5093,297734.0,299114.4,5093.0,0.994305910073
1e-05,5071.00042,FF_a_coreAsc_mix,5068.0,5094,300042.0,301279.6,5097.012796,0.99489654489
2e-05,5057.97148,FF_a_coreAsc_mix,5052.0,5096,298574.0,300668.4,5102.013368,0.991367743512
4e-05,5068.994416,FF_a_coreAsc_mix,5057.0,5094,299860.4,301621.6,5106.064864,0.992739918315
8e-05,5083.944256,FF_a_coreAsc_mix,5060.0,5094,299303.2,300921.6,5118.073728,0.993331578673
0.0001,5099.14912,FF_a_coreAsc_mix,5069.0,5093,301491.2,302633.6,5123.26336,0.995293187505
0.0002,5113.07528,FF_a_coreAsc_mix,5053.0,5096,300376.4,302423.2,5156.48464,0.991581598118
0.0004,5170.68736,FF_a_coreAsc_mix,5051.0,5088,299218.4,300979.6,5208.39184,0.99276082116
0.0008,5291.98688,FF_a_coreAsc_mix,5052.0,5098,299983.6,302173.2,5339.73856,0.991057300004
0.001,5344.6496,FF_a_coreAsc_mix,5044.0,5093,300649.6,302982.0,5395.982,0.990486921565
0.002,5632.2352,FF_a_coreAsc_mix,5025.0,5089,303617.6,306664.0,5702.328,0.98770803784
0.004,6237.7824,FF_a_coreAsc_mix,5020.0,5077,304445.6,307158.8,6305.6352,0.98923933944
0.008,7381.6848,FF_a_coreAsc_mix,4791.0,4930,323835.6,330452.0,7573.616,0.974657917697
0.01,8017.544,FF_a_coreAsc_mix,4771.0,4921,324654.4,331794.4,8238.944,0.973127624123
0.02,11183.768,FF_a_coreAsc_mix,4701.0,4893,324138.4,333277.6,11558.552,0.967575177237
0.04,17746.168,FF_a_coreAsc_mix,4255.0,4479,337279.2,347941.6,18396.664,0.964640545699
0.08,31979.408,FF_a_coreAsc_mix,3526.0,3718,355667.6,365856.8,32986.544,0.969468277732
0.1,39019.08,FF_a_coreAsc_mix,3501.0,3714,355180.8,366019.6,40315.96,0.967832094287
0.2,74631.52,FF_a_coreAsc_mix,3510.0,3717,355607.6,365810.8,76879.16,0.970763988576
0.4,145794.04,FF_a_coreAsc_mix,3519.0,3714,355687.6,366019.6,150121.84,0.971171416497
1.0,358996.2,FF_a_coreAsc_mix,3493.0,3709,355503.2,366134.8,369843.8,0.970669780053
10.0,3558171.0,FF_a_coreAsc_mix,3507.0,3714,355466.4,366019.6,3663910.0,0.971140393732
