,best_heuristic,best_method,cnk_bh,cnk_ub,thp_bh,thp_ub,ub,optimality
0.0,1674.0,FF_mix,1674.0,1730,102540.0,105980.0,1730.0,0.967630057803
1e-05,1657.9352,FF_a,1657.0,1729,93520.0,108980.0,1730.0898,0.958294303567
2e-05,1658.8704,FF_a,1657.0,1729,93520.0,108980.0,1731.1796,0.958231254573
4e-05,1662.184,FF_mix,1658.0,1729,104600.0,108980.0,1733.3592,0.958937997387
8e-05,1662.4512,FF_a,1655.0,1729,93140.0,108980.0,1737.7184,0.956686192654
0.0001,1673.494,FF_mix,1663.0,1729,104940.0,108980.0,1739.898,0.961834544324
0.0002,1675.704,FF_a,1657.0,1729,93520.0,108980.0,1750.796,0.957109794631
0.0004,1696.768,FF_mix,1655.0,1729,104420.0,108980.0,1772.592,0.957224223059
0.0008,1719.128,FF_a,1641.0,1720,97660.0,120820.0,1816.656,0.946314547168
0.001,1742.0,FF_mix,1626.0,1718,116000.0,121660.0,1839.66,0.946914103693
0.002,1847.56,FF_bm2,1613.0,1715,117280.0,122980.0,1960.96,0.942171181462
0.004,2085.92,coreopt_IS_da,1578.0,1683,126980.0,133100.0,2215.4,0.941554572538
0.008,2621.92,FF_bm2,1472.0,1599,143740.0,150920.0,2806.36,0.934277854587
0.01,2928.0,FF_bm2,1477.0,1595,145100.0,151900.0,3114.0,0.940269749518
0.02,4353.2,FF_bm2,1458.0,1588,144760.0,152340.0,4634.8,0.93924225425
0.04,7312.2,FF_mix,1469.0,1579,146080.0,152700.0,7687.0,0.951242357226
0.08,13187.2,FF_mix,1464.0,1569,146540.0,152900.0,13801.0,0.955524961959
0.1,16162.0,FF_mix,1470.0,1569,146920.0,152860.0,16855.0,0.958884603975
0.2,30938.0,FF_mix,1474.0,1567,147320.0,152900.0,32147.0,0.962391513983
0.4,60112.0,FF_mix,1464.0,1568,146620.0,152900.0,62728.0,0.958296135697
1.0,147740.0,FF_mix,1460.0,1569,146280.0,152900.0,154469.0,0.956437861318
10.0,1466060.0,FF_mix,1460.0,1567,146460.0,152900.0,1530567.0,0.957854180836
