,best_heuristic,best_method,cnk_bh,cnk_ub,thp_bh,thp_ub,ub,optimality
0.0,1642.0,FF_a,1642.0,1706,91260.0,105780.0,1706.0,0.962485345838
1e-05,1648.951,FF_a,1648.0,1705,95100.0,108040.0,1706.0804,0.966514239305
2e-05,1649.902,FF_a,1648.0,1705,95100.0,108040.0,1707.1608,0.966459632859
4e-05,1648.7512,FF_a,1645.0,1705,93780.0,108380.0,1709.3352,0.964556980983
8e-05,1651.504,FF_a,1644.0,1705,93800.0,108060.0,1713.6448,0.963737642713
0.0001,1647.208,FF_a,1638.0,1705,92080.0,108060.0,1715.806,0.960019955636
0.0002,1667.768,FF_a,1649.0,1705,93840.0,108060.0,1726.612,0.96591938432
0.0004,1686.04,FF_a,1648.0,1705,95100.0,108040.0,1748.216,0.964434600759
0.0008,1696.856,FF_a,1619.0,1694,97320.0,121400.0,1791.12,0.947371477065
0.001,1721.9,FF_a,1622.0,1693,99900.0,123460.0,1816.46,0.947942701739
0.002,1831.84,FF_mix,1595.0,1693,118420.0,124300.0,1941.6,0.943469303667
0.004,2050.92,FF_mix,1547.0,1660,125980.0,132780.0,2191.12,0.936014458359
0.008,2634.0,FF_mix,1490.0,1585,143000.0,148700.0,2774.6,0.949326028977
0.01,2895.6,FF_mix,1460.0,1575,143560.0,150480.0,3079.8,0.940190921488
0.02,4334.6,FF_bm2,1437.0,1563,144880.0,151640.0,4595.8,0.943165498934
0.04,7245.4,FF_bm2,1439.0,1562,145160.0,151740.0,7631.6,0.94939462236
0.08,13066.0,FF_bm2,1418.0,1537,145600.0,152200.0,13713.0,0.9528184934
0.1,16050.0,FF_mix,1434.0,1535,146160.0,152220.0,16757.0,0.957808676971
0.2,30547.0,FF_mix,1427.0,1537,145600.0,152200.0,31977.0,0.955280357757
0.4,59905.0,FF_bm2,1425.0,1538,146200.0,152220.0,62426.0,0.959616185564
1.0,147679.0,FF_mix,1439.0,1537,146240.0,152180.0,153717.0,0.960720024461
10.0,1464237.0,FF_mix,1437.0,1536,146280.0,152220.0,1523736.0,0.960951897179
